,port_name,iso3,country_name,latitude,longitude,harborsize,harbortype,railway,top_20_busiest_ports,busiest_ports_ranking,amount_shipped_through,code,busiest_ukports
263,SAN FERNANDO HARBOR,PHL,Philippines,16.616667,120.316667,M,other,S,0,0,0,SAN FERNANDO HARBOR,0
264,CALAPAN,PHL,Philippines,13.416667,121.183333,V,other,None,0,0,0,CALAPAN,0
265,PORT ROMBLON,PHL,Philippines,12.583333,122.266667,V,coastal,None,0,0,0,PORT ROMBLON,0
266,MASBATE,PHL,Philippines,12.366667,123.616667,S,coastal,None,0,0,0,MASBATE,0
267,LAOANG,PHL,Philippines,12.566667,125.016667,V,river,None,0,0,0,LAOANG,0
268,PORT BORONGAN,PHL,Philippines,11.6,125.433333,V,other,None,0,0,0,PORT BORONGAN,0
269,GUIUAN,PHL,Philippines,11.033333,125.716667,V,coastal,None,0,0,0,GUIUAN,0
270,CATBALOGAN,PHL,Philippines,11.766667,124.883333,V,other,None,0,0,0,CATBALOGAN,0
271,TACLOBAN,PHL,Philippines,11.25,125.0,S,coastal,None,0,0,0,TACLOBAN,0
272,FANG-CHENG,CHN,China,21.75,108.35,M,river,None,0,0,0,FANG-CHENG,0
273,BEIHAI,CHN,China,21.483333,109.066667,V,other,None,0,0,0,BEIHAI,0
274,HAIKOU,CHN,China,20.05,110.283333,V,coastal,None,0,0,0,HAIKOU,0
275,BASUO,CHN,China,19.1,108.616667,S,coastal,M,0,0,0,BASUO,0
276,ZHANJIANG,CHN,China,21.2,110.4,S,river,S,0,0,0,ZHANJIANG,0
277,LON SHUI TERMINAL,CHN,China,20.833333,115.683333,L,other,None,0,0,0,LON SHUI TERMINAL,0
278,MACAU,MAC,Macao,22.183333,113.566667,M,coastal,S,0,0,0,MACAU,0
279,HUANGPUXINGANG,CHN,China,23.05,113.5,S,river,S,0,0,0,HUANGPUXINGANG,0
280,GUANGZHOU,CHN,China,23.116667,113.233333,M,river,S,1,7,20370,GUANGZHOU,0
281,ANNABA,DZA,Algeria,36.916667,7.766667,M,coastal,M,0,0,0,ANNABA,0
282,SKIKDA,DZA,Algeria,36.883333,6.916667,S,coastal,M,0,0,0,SKIKDA,0
283,COLLO,DZA,Algeria,37.0,6.583333,V,coastal,None,0,0,0,COLLO,0
284,BEJAIA,DZA,Algeria,36.75,5.083333,S,coastal,M,0,0,0,BEJAIA,0
285,DELLYS,DZA,Algeria,36.916667,3.916667,V,coastal,None,0,0,0,DELLYS,0
286,ALGER,DZA,Algeria,36.766667,3.066667,L,coastal,L,0,0,0,ALGER,0
287,TENES,DZA,Algeria,36.533333,1.316667,V,other,None,0,0,0,TENES,0
288,MOSTAGANEM,DZA,Algeria,35.933333,0.083333,V,coastal,S,0,0,0,MOSTAGANEM,0
289,ARZEW,DZA,Algeria,35.85,-0.3,S,coastal,S,0,0,0,ARZEW,0
290,ARZEW EL DJEDID,DZA,Algeria,35.816667,-0.25,S,coastal,S,0,0,0,ARZEW EL DJEDID,0
291,ORAN,DZA,Algeria,35.7,-0.633333,L,coastal,L,0,0,0,ORAN,0
292,MERS EL KEBIR,DZA,Algeria,35.733333,-0.7,S,coastal,None,0,0,0,MERS EL KEBIR,0
293,BENI SAF,DZA,Algeria,35.3,-1.383333,V,coastal,S,0,0,0,BENI SAF,0
294,GHAZAOUET,DZA,Algeria,35.1,-1.866667,V,coastal,L,0,0,0,GHAZAOUET,0
295,TANGER,MAR,Morocco,35.783333,-5.816667,M,coastal,M,0,0,0,TANGER,0
296,PORT NADOR,MAR,Morocco,35.283333,-2.933333,V,coastal,None,0,0,0,PORT NADOR,0
297,KENITRA,MAR,Morocco,34.3,-6.6,S,river,M,0,0,0,KENITRA,0
298,MOHAMMEDIA,MAR,Morocco,33.716667,-7.4,V,coastal,S,0,0,0,MOHAMMEDIA,0
299,CASABLANCA,MAR,Morocco,33.6,-7.616667,L,coastal,L,0,0,0,CASABLANCA,0
300,SAFI,MAR,Morocco,32.3,-9.25,S,coastal,L,0,0,0,SAFI,0
301,ESSAOUIRA,MAR,Morocco,31.5,-9.783333,V,coastal,None,0,0,0,ESSAOUIRA,0
302,AD DAKHLA,SAH,W. Sahara,23.7,-15.916667,V,river,None,0,0,0,AD DAKHLA,0
303,NOUADHIBOU,MRT,Mauritania,20.916667,-17.05,M,coastal,L,0,0,0,NOUADHIBOU,0
304,ST LOUIS,SEN,Senegal,16.016667,-16.516667,S,river,S,0,0,0,ST LOUIS,0
305,DAKAR,SEN,Senegal,14.683333,-17.433333,M,coastal,L,0,0,0,DAKAR,0
306,MERSA SFAX,TUN,Tunisia,34.733333,10.766667,S,coastal,None,0,0,0,MERSA SFAX,0
307,MAHDIA,TUN,Tunisia,35.5,11.066667,V,coastal,None,0,0,0,MAHDIA,0
308,SOUSSE,TUN,Tunisia,35.833333,10.65,S,coastal,M,0,0,0,SOUSSE,0
309,MERSIN,TUR,Turkey,36.8,34.633333,M,coastal,L,0,0,0,MERSIN,0
310,BOTAS,TUR,Turkey,36.883333,35.933333,V,other,None,0,0,0,BOTAS,0
311,ISKENDERUN,TUR,Turkey,36.6,36.166667,V,coastal,M,0,0,0,ISKENDERUN,0
312,KYRENIA,CYP,Cyprus,35.35,33.333333,V,coastal,None,0,0,0,KYRENIA,0
313,XEROS,CYP,Cyprus,35.133333,32.833333,V,other,None,0,0,0,XEROS,0
314,LIMASSOL,CYP,Cyprus,34.666667,33.05,S,coastal,None,0,0,0,LIMASSOL,0
315,LARNACA,CYP,Cyprus,34.916667,33.65,S,coastal,None,0,0,0,LARNACA,0
316,DHEKELIA,CYP,Cyprus,34.966667,33.716667,V,other,None,0,0,0,DHEKELIA,0
317,FAMAGUSTA,CYP,Cyprus,35.116667,33.933333,S,coastal,S,0,0,0,FAMAGUSTA,0
318,TARTUS,SYR,Syria,34.9,35.866667,S,coastal,M,0,0,0,TARTUS,0
319,BANIYAS,SYR,Syria,35.183333,35.95,L,coastal,None,0,0,0,BANIYAS,0
320,AL LADHIQIYAH,SYR,Syria,35.533333,35.766667,M,coastal,M,0,0,0,AL LADHIQIYAH,0
321,HONG KONG,HKG,Hong Kong,22.266667,114.2,L,coastal,S,1,5,20770,HONG KONG,0
322,SHAN T OU,CHN,China,23.366667,116.683333,S,river,None,0,0,0,SHAN T OU,0
323,XIAMEN,CHN,China,24.45,118.066667,M,river,M,1,14,10380,XIAMEN,0
324,CHI-LUNG,TWN,Taiwan,25.133333,121.766667,L,coastal,M,1,15,10271,CHI-LUNG,0
325,SU-AO,TWN,Taiwan,24.6,121.866667,M,coastal,M,0,0,0,SU-AO,0
326,HUA-LIEN KANG,TWN,Taiwan,23.983333,121.6,M,coastal,S,0,0,0,HUA-LIEN KANG,0
327,KAO-HSIUNG,TWN,Taiwan,22.616667,120.25,M,coastal,S,0,0,0,KAO-HSIUNG,0
328,TAN-SHUI,TWN,Taiwan,25.183333,121.4,V,river,S,0,0,0,TAN-SHUI,0
329,PENG-HU KANG,TWN,Taiwan,23.583333,119.533333,S,coastal,None,0,0,0,PENG-HU KANG,0
330,TAI-CHUNG KANG,TWN,Taiwan,24.3,120.5,S,lake,M,0,0,0,TAI-CHUNG KANG,0
331,BASCO,PHL,Philippines,20.45,121.966667,V,coastal,None,0,0,0,BASCO,0
332,CLAVERIA,PHL,Philippines,18.616667,121.083333,V,coastal,None,0,0,0,CLAVERIA,0
333,PORT SAN VICENTE,PHL,Philippines,18.516667,122.133333,V,coastal,None,0,0,0,PORT SAN VICENTE,0
334,APARRI,PHL,Philippines,18.366667,121.633333,V,other,S,0,0,0,APARRI,0
335,HONDAGUA,PHL,Philippines,13.95,122.233333,V,other,S,0,0,0,HONDAGUA,0
336,JOSE PANGANIBAN,PHL,Philippines,14.283333,122.683333,V,other,None,0,0,0,JOSE PANGANIBAN,0
337,VIRAC,PHL,Philippines,13.583333,124.25,V,coastal,None,0,0,0,VIRAC,0
338,TABACO,PHL,Philippines,13.366667,123.733333,V,other,S,0,0,0,TABACO,0
339,LEGAZPI PORT,PHL,Philippines,13.15,123.75,V,other,S,0,0,0,LEGAZPI PORT,0
340,CAM PHA,VNM,Vietnam,21.033333,107.366667,V,other,None,0,0,0,CAM PHA,0
341,TULAGHI,SLB,Solomon Is.,-9.1,160.15,V,coastal,S,0,0,0,TULAGHI,0
342,HONIARA,SLB,Solomon Is.,-9.416667,159.95,V,other,None,0,0,0,HONIARA,0
343,LUGANVILLE,VUT,Vanuatu,-15.516667,167.166667,S,coastal,None,0,0,0,LUGANVILLE,0
344,PORT VILA,VUT,Vanuatu,-17.733333,168.316667,V,coastal,S,0,0,0,PORT VILA,0
345,FORARI BAY,VUT,Vanuatu,-17.683333,168.55,V,other,None,0,0,0,FORARI BAY,0
346,BAIE DE KOUAOUA,NCL,New Caledonia,-21.383333,165.816667,V,other,None,0,0,0,BAIE DE KOUAOUA,0
347,KUANTAN NEW PORT,MYS,Malaysia,3.966667,103.433333,S,coastal,None,0,0,0,KUANTAN NEW PORT,0
348,KIRTEH OIL TERMINAL,MYS,Malaysia,4.566667,103.466667,S,other,None,0,0,0,KIRTEH OIL TERMINAL,0
349,KUALA TRENGGANU,MYS,Malaysia,5.35,103.133333,V,river,None,0,0,0,KUALA TRENGGANU,0
350,TAPIS MARINE TERMINAL A,MYS,Malaysia,5.516667,105.016667,L,other,None,0,0,0,TAPIS MARINE TERMINAL A,0
351,BANGKOK,THA,Thailand,13.75,100.5,L,river,None,0,0,0,BANGKOK,0
352,SI RACHA TERMINAL,THA,Thailand,13.116667,100.883333,V,other,None,0,0,0,SI RACHA TERMINAL,0
353,KO SI CHANG TERMINAL,THA,Thailand,13.166667,100.816667,V,other,None,0,0,0,KO SI CHANG TERMINAL,0
354,KAMPONG SAOM,KHM,Cambodia,10.633333,103.5,M,coastal,S,0,0,0,KAMPONG SAOM,0
355,PHSAR REAM,KHM,Cambodia,10.5,103.6,V,coastal,None,0,0,0,PHSAR REAM,0
356,DUONG DONG,VNM,Vietnam,10.216667,103.966667,V,river,None,0,0,0,DUONG DONG,0
357,THANH HO CHI MINH,VNM,Vietnam,10.766667,106.716667,M,river,M,0,0,0,THANH HO CHI MINH,0
358,TARABULUS,LBN,Lebanon,34.45,35.833333,M,coastal,S,0,0,0,TARABULUS,0
359,SAYDA,LBN,Lebanon,33.5,35.35,V,other,S,0,0,0,SAYDA,0
360,ASHDOD,ISR,Israel,31.816667,34.65,S,coastal,M,0,0,0,ASHDOD,0
361,MERSA TOBRUQ,LBY,Libya,32.083333,23.983333,S,coastal,S,0,0,0,MERSA TOBRUQ,0
362,DARNAH,LBY,Libya,32.766667,22.65,V,coastal,S,0,0,0,DARNAH,0
363,BANGHAZI,LBY,Libya,32.116667,20.05,M,coastal,S,0,0,0,BANGHAZI,0
364,EZ ZUEITINA,LBY,Libya,30.85,20.05,V,other,None,0,0,0,EZ ZUEITINA,0
365,AL BURAYQAH,LBY,Libya,30.416667,19.6,S,coastal,None,0,0,0,AL BURAYQAH,0
366,RAS   LANUF,LBY,Libya,30.516667,18.566667,V,other,None,0,0,0,RAS   LANUF,0
367,AS SIDR,LBY,Libya,30.633333,18.366667,V,other,None,0,0,0,AS SIDR,0
368,MISRATAH,LBY,Libya,32.366667,15.216667,V,other,None,0,0,0,MISRATAH,0
369,MINA TARABULUS (TRIPOLI),LBY,Libya,32.9,13.183333,M,coastal,S,0,0,0,MINA TARABULUS (TRIPOLI),0
370,AZ ZAWIYA,LBY,Libya,32.8,12.716667,S,other,None,0,0,0,AZ ZAWIYA,0
371,MARSA SABRATAH,LBY,Libya,32.816667,12.5,V,other,None,0,0,0,MARSA SABRATAH,0
372,HOUMT SOUK,TUN,Tunisia,33.883333,10.85,V,other,None,0,0,0,HOUMT SOUK,0
373,GABES,TUN,Tunisia,33.9,10.116667,S,coastal,M,0,0,0,GABES,0
374,SKHIRA,TUN,Tunisia,34.283333,10.1,V,other,None,0,0,0,SKHIRA,0
375,ANTALYA,TUR,Turkey,36.833333,30.616667,S,coastal,None,0,0,0,ANTALYA,0
376,ALANYA,TUR,Turkey,36.533333,32.0,V,other,None,0,0,0,ALANYA,0
377,TASUCU,TUR,Turkey,36.316667,33.883333,V,coastal,None,0,0,0,TASUCU,0
378,POTI,GEO,Georgia,42.15,41.583333,S,coastal,M,0,0,0,POTI,0
379,BATUMI,GEO,Georgia,41.65,41.65,S,coastal,S,0,0,0,BATUMI,0
380,HOPA,TUR,Turkey,41.416667,41.4,V,coastal,None,0,0,0,HOPA,0
381,RIZE,TUR,Turkey,41.066667,40.516667,V,coastal,None,0,0,0,RIZE,0
382,TRABZON,TUR,Turkey,41.016667,39.766667,V,coastal,None,0,0,0,TRABZON,0
383,GIRESUN,TUR,Turkey,40.933333,38.4,V,coastal,None,0,0,0,GIRESUN,0
384,ORDU,TUR,Turkey,41.0,37.883333,V,other,None,0,0,0,ORDU,0
385,SAMSUN,TUR,Turkey,41.3,36.35,L,coastal,S,0,0,0,SAMSUN,0
386,SINOP,TUR,Turkey,42.05,35.166667,V,other,None,0,0,0,SINOP,0
387,INEBOLU,TUR,Turkey,41.983333,33.766667,V,coastal,None,0,0,0,INEBOLU,0
388,ZONGULDAK,TUR,Turkey,41.466667,31.816667,V,coastal,L,0,0,0,ZONGULDAK,0
389,EREGLI,TUR,Turkey,41.3,31.45,V,coastal,M,0,0,0,EREGLI,0
390,HAYDARPASA,TUR,Turkey,41.0,29.016667,M,coastal,M,0,0,0,HAYDARPASA,0
391,KABA BURNU,TUR,Turkey,40.766667,29.533333,V,coastal,None,0,0,0,KABA BURNU,0
392,DERINCE BURNU,TUR,Turkey,40.75,29.816667,S,coastal,L,0,0,0,DERINCE BURNU,0
393,IZMIT,TUR,Turkey,40.766667,29.916667,S,coastal,M,0,0,0,IZMIT,0
394,GOLCUK BURNU,TUR,Turkey,40.733333,29.816667,V,coastal,None,0,0,0,GOLCUK BURNU,0
395,MUDANYA,TUR,Turkey,40.383333,28.883333,V,other,None,0,0,0,MUDANYA,0
396,BANDIRMA,TUR,Turkey,40.35,27.966667,V,coastal,M,0,0,0,BANDIRMA,0
397,ERDEK,TUR,Turkey,40.383333,27.8,V,coastal,None,0,0,0,ERDEK,0
398,KARABIGA,TUR,Turkey,40.4,27.316667,V,coastal,None,0,0,0,KARABIGA,0
399,CANAKKALE,TUR,Turkey,40.15,26.4,S,lake,None,0,0,0,CANAKKALE,0
400,AYVALIK,TUR,Turkey,39.316667,26.7,V,coastal,None,0,0,0,AYVALIK,0
401,IZMIR,TUR,Turkey,38.433333,27.133333,L,coastal,S,0,0,0,IZMIR,0
402,VINH CAM RANH,VNM,Vietnam,11.883333,109.166667,S,coastal,None,0,0,0,VINH CAM RANH,0
403,NHA TRANG,VNM,Vietnam,12.25,109.233333,S,other,None,0,0,0,NHA TRANG,0
404,QUI NHON,VNM,Vietnam,13.766667,109.233333,V,coastal,S,0,0,0,QUI NHON,0
405,DA NANG,VNM,Vietnam,16.1,108.216667,S,river,S,0,0,0,DA NANG,0
406,HAI PHONG,VNM,Vietnam,20.916667,106.683333,S,river,S,0,0,0,HAI PHONG,0
407,HON GAI,VNM,Vietnam,20.95,107.066667,V,other,S,0,0,0,HON GAI,0
408,YANDINA,SLB,Solomon Is.,-9.083333,159.216667,V,coastal,None,0,0,0,YANDINA,0
409,TERN ISLAND,USA,United States of America,23.866667,-166.283333,V,coastal,None,0,0,0,TERN ISLAND,0
410,JOHNSTON ATOLL,None,None,16.75,-169.516667,V,coastal,None,0,0,0,JOHNSTON ATOLL,0
411,MIDWAY ISLAND,None,None,28.183333,-177.366667,V,coastal,None,0,0,0,MIDWAY ISLAND,0
412,WAKE ISLAND,None,None,19.283333,166.616667,V,coastal,S,0,0,0,WAKE ISLAND,0
413,MAJURO ATOLL,MHL,Marshall Is.,7.083333,171.383333,V,other,S,0,0,0,MAJURO ATOLL,0
414,TARAWA ATOLL,KIR,Kiribati,1.333333,172.933333,V,other,None,0,0,0,TARAWA ATOLL,0
415,NAURU,NRU,Nauru,-0.533333,166.916667,V,other,None,0,0,0,NAURU,0
416,SAIPAN,MNP,N. Mariana Is.,15.2,145.683333,S,coastal,None,0,0,0,SAIPAN,0
417,TINIAN,MNP,N. Mariana Is.,14.966667,145.616667,V,coastal,None,0,0,0,TINIAN,0
418,ROTA,MNP,N. Mariana Is.,14.133333,145.15,V,other,S,0,0,0,ROTA,0
419,APRA HARBOR,GUM,Guam,13.45,144.616667,M,coastal,None,0,0,0,APRA HARBOR,0
420,LELE HARBOR,FSM,Micronesia,5.333333,163.033333,V,coastal,None,0,0,0,LELE HARBOR,0
421,COLONIA,FSM,Micronesia,9.516667,138.133333,V,coastal,None,0,0,0,COLONIA,0
422,MALAKAL HARBOR,PLW,Palau,7.333333,134.45,V,other,None,0,0,0,MALAKAL HARBOR,0
423,LONGAN ISLAND,PNG,Papua New Guinea,-1.216667,144.3,V,coastal,None,0,0,0,LONGAN ISLAND,0
424,LORENGAU,PNG,Papua New Guinea,-2.016667,147.266667,V,other,None,0,0,0,LORENGAU,0
425,WEWAK HARBOR,PNG,Papua New Guinea,-3.566667,143.633333,S,other,None,0,0,0,WEWAK HARBOR,0
426,HAMBURG HARBOR,PNG,Papua New Guinea,-1.633333,149.966667,V,coastal,None,0,0,0,HAMBURG HARBOR,0
427,KOKOPO,PNG,Papua New Guinea,-4.333333,152.266667,V,other,None,0,0,0,KOKOPO,0
428,KIMBE,PNG,Papua New Guinea,-5.133333,150.533333,V,coastal,None,0,0,0,KIMBE,0
429,KIETA,PNG,Papua New Guinea,-6.216667,155.633333,S,coastal,None,0,0,0,KIETA,0
430,GIZO HARBOR,SLB,Solomon Is.,-8.1,156.85,V,coastal,None,0,0,0,GIZO HARBOR,0
431,NONOPAPA,USA,United States of America,21.866667,-160.233333,V,other,None,0,0,0,NONOPAPA,0
432,APIA,WSM,Samoa,-13.816667,-171.766667,V,coastal,S,0,0,0,APIA,0
433,PAGO PAGO HARBOR,ASM,American Samoa,-14.283333,-170.666667,S,coastal,S,0,0,0,PAGO PAGO HARBOR,0
434,ALOFI,NIU,Niue,-19.033333,-169.933333,V,coastal,None,0,0,0,ALOFI,0
435,AVATIU,COK,Cook Is.,-21.2,-159.783333,V,coastal,None,0,0,0,AVATIU,0
436,NEMRUT LIMANI BAY,TUR,Turkey,38.766667,26.916667,M,coastal,None,0,0,0,NEMRUT LIMANI BAY,0
437,KUSADASI,TUR,Turkey,37.866667,27.25,V,coastal,None,0,0,0,KUSADASI,0
438,MARMARIS,TUR,Turkey,36.85,28.283333,V,coastal,None,0,0,0,MARMARIS,0
439,FETHIYE,TUR,Turkey,36.633333,29.1,V,coastal,None,0,0,0,FETHIYE,0
440,SOKHUMI,GEO,Georgia,42.983333,40.983333,V,other,None,0,0,0,SOKHUMI,0
441,CHORNOMORS KE,UKR,Ukraine,45.516667,32.7,V,coastal,None,0,0,0,CHORNOMORS KE,0
442,YEVPATORIYA,UKR,Ukraine,45.2,33.383333,V,coastal,None,0,0,0,YEVPATORIYA,0
443,SEVASTOPOL,UKR,Ukraine,44.616667,33.533333,L,coastal,S,0,0,0,SEVASTOPOL,0
444,BALAKLAVA,UKR,Ukraine,44.5,33.6,V,coastal,S,0,0,0,BALAKLAVA,0
445,YALTA,UKR,Ukraine,44.483333,34.166667,V,coastal,None,0,0,0,YALTA,0
446,ALUSHTA,UKR,Ukraine,44.683333,34.416667,V,other,None,0,0,0,ALUSHTA,0
447,SUDAK,UKR,Ukraine,44.85,34.983333,V,coastal,None,0,0,0,SUDAK,0
448,FEODOSIYA,UKR,Ukraine,45.016667,35.433333,S,coastal,None,0,0,0,FEODOSIYA,0
449,KERCH,UKR,Ukraine,45.35,36.483333,S,other,S,0,0,0,KERCH,0
450,HENICHESK,UKR,Ukraine,46.166667,34.816667,V,coastal,None,0,0,0,HENICHESK,0
451,KYRYLIVKA,UKR,Ukraine,46.35,35.366667,V,other,None,0,0,0,KYRYLIVKA,0
452,BERDYANSK,UKR,Ukraine,46.75,36.783333,S,coastal,S,0,0,0,BERDYANSK,0
453,MARIUPOL,UKR,Ukraine,47.083333,37.566667,S,coastal,L,0,0,0,MARIUPOL,0
454,TAGANROG,RUS,Russia,47.2,38.95,V,coastal,None,0,0,0,TAGANROG,0
455,ROSTOV-NA-DONU,RUS,Russia,47.166667,39.716667,S,river,None,0,0,0,ROSTOV-NA-DONU,0
456,AZOV,RUS,Russia,47.1,39.433333,V,river,M,0,0,0,AZOV,0
457,YEYSK,RUS,Russia,46.733333,38.266667,V,coastal,None,0,0,0,YEYSK,0
458,TEMRYUK,RUS,Russia,45.35,37.35,V,river,None,0,0,0,TEMRYUK,0
459,ANAPA,RUS,Russia,44.883333,37.316667,V,other,S,0,0,0,ANAPA,0
460,NOVOROSSIYSK,RUS,Russia,44.716667,37.783333,L,coastal,L,0,0,0,NOVOROSSIYSK,0
461,TUAPSE,RUS,Russia,44.1,39.066667,S,coastal,S,0,0,0,TUAPSE,0
462,SOCHI,RUS,Russia,43.583333,39.733333,V,coastal,None,0,0,0,SOCHI,0
463,ADLER,RUS,Russia,43.433333,39.933333,V,other,None,0,0,0,ADLER,0
464,SKADOVS'K,UKR,Ukraine,46.1,32.916667,V,coastal,None,0,0,0,SKADOVS'K,0
465,KHORLY,UKR,Ukraine,46.083333,33.283333,V,coastal,None,0,0,0,KHORLY,0
466,MILOS,GRC,Greece,36.716667,24.45,V,coastal,None,0,0,0,MILOS,0
467,SOUDHA,GRC,Greece,35.483333,24.183333,M,coastal,None,0,0,0,SOUDHA,0
468,IRAKLION,GRC,Greece,35.35,25.15,M,coastal,S,0,0,0,IRAKLION,0
469,SITIA,GRC,Greece,35.216667,26.133333,V,coastal,None,0,0,0,SITIA,0
470,KALI LIMENES,GRC,Greece,34.933333,24.833333,V,coastal,None,0,0,0,KALI LIMENES,0
471,RODHOS,GRC,Greece,36.45,28.233333,S,coastal,S,0,0,0,RODHOS,0
472,LIMIN KOS,GRC,Greece,36.9,27.283333,V,other,L,0,0,0,LIMIN KOS,0
473,KALIMNOS,GRC,Greece,36.95,26.983333,V,coastal,None,0,0,0,KALIMNOS,0
474,LAKKI,GRC,Greece,37.133333,26.85,V,coastal,None,0,0,0,LAKKI,0
475,ECEABAT,TUR,Turkey,40.183333,26.366667,V,lake,None,0,0,0,ECEABAT,0
476,GELIBOLU,TUR,Turkey,40.4,26.666667,V,lake,None,0,0,0,GELIBOLU,0
477,TEKIRDAG,TUR,Turkey,40.983333,27.516667,V,lake,None,0,0,0,TEKIRDAG,0
478,ISTANBUL,TUR,Turkey,41.016667,28.966667,L,lake,M,0,0,0,ISTANBUL,0
479,DEFTERDAR BURNU,TUR,Turkey,41.05,29.033333,V,coastal,S,0,0,0,DEFTERDAR BURNU,0
480,ISTINYE,TUR,Turkey,41.116667,29.05,V,coastal,None,0,0,0,ISTINYE,0
481,BURGAS,BGR,Bulgaria,42.483333,27.483333,S,coastal,L,0,0,0,BURGAS,0
482,VAITAPE,PYF,Fr. Polynesia,-16.5,-151.75,V,coastal,None,0,0,0,VAITAPE,0
483,UTUROA,PYF,Fr. Polynesia,-16.733333,-151.45,V,coastal,None,0,0,0,UTUROA,0
484,PAPEETE,PYF,Fr. Polynesia,-17.533333,-149.583333,S,coastal,M,0,0,0,PAPEETE,0
485,PORT RIKITEA,PYF,Fr. Polynesia,-23.116667,-134.966667,V,coastal,None,0,0,0,PORT RIKITEA,0
486,ATUONA,PYF,Fr. Polynesia,-9.816667,-139.033333,V,coastal,None,0,0,0,ATUONA,0
487,BAIE TAIOHAE,PYF,Fr. Polynesia,-8.933333,-140.083333,V,coastal,None,0,0,0,BAIE TAIOHAE,0
488,CANTON ISLAND,KIR,Kiribati,-2.833333,-171.716667,V,other,None,0,0,0,CANTON ISLAND,0
489,ENGLISH HARBOR,KIR,Kiribati,3.85,-159.366667,V,coastal,None,0,0,0,ENGLISH HARBOR,0
490,HONOKAA,USA,United States of America,20.1,-155.466667,V,other,S,0,0,0,HONOKAA,0
491,HILO,USA,United States of America,19.733333,-155.066667,M,coastal,S,0,0,0,HILO,0
492,HONUAPO,USA,United States of America,19.083333,-155.55,V,other,None,0,0,0,HONUAPO,0
493,MILOLII,USA,United States of America,19.183333,-155.9,V,other,None,0,0,0,MILOLII,0
494,KAUHAKO BAY,USA,United States of America,19.383333,-155.9,V,coastal,None,0,0,0,KAUHAKO BAY,0
495,NAPOOPOO,USA,United States of America,19.483333,-155.933333,V,coastal,None,0,0,0,NAPOOPOO,0
496,KAILUA,USA,United States of America,19.633333,-156.0,V,coastal,None,0,0,0,KAILUA,0
497,KIHOLO,USA,United States of America,19.866667,-155.95,V,coastal,None,0,0,0,KIHOLO,0
498,KAWAIHAE,USA,United States of America,20.033333,-155.833333,S,coastal,S,0,0,0,KAWAIHAE,0
499,MAHUKONA,USA,United States of America,20.183333,-155.9,V,coastal,None,0,0,0,MAHUKONA,0
500,KAHULUI,USA,United States of America,20.9,-156.466667,V,coastal,S,0,0,0,KAHULUI,0
501,HANA,USA,United States of America,20.75,-155.983333,V,coastal,None,0,0,0,HANA,0
502,LAHAINA,USA,United States of America,20.866667,-156.666667,V,coastal,None,0,0,0,LAHAINA,0
503,KAUMALAPAU HARBOR,USA,United States of America,20.783333,-157.0,V,coastal,None,0,0,0,KAUMALAPAU HARBOR,0
504,PUKOO,USA,United States of America,21.066667,-156.8,V,other,None,0,0,0,PUKOO,0
505,KAMALO,USA,United States of America,21.05,-156.883333,V,coastal,None,0,0,0,KAMALO,0
506,KAUNAKAKAI,USA,United States of America,21.083333,-157.033333,V,other,None,0,0,0,KAUNAKAKAI,0
507,HONOLULU,USA,United States of America,21.3,-157.866667,M,coastal,L,0,0,0,HONOLULU,0
508,PORT ALLEN,USA,United States of America,21.9,-159.583333,S,coastal,None,0,0,0,PORT ALLEN,0
509,NAWILIWILI BAY,USA,United States of America,21.95,-159.35,S,coastal,S,0,0,0,NAWILIWILI BAY,0
510,AHUKINI LANDING,USA,United States of America,22.0,-159.333333,V,coastal,None,0,0,0,AHUKINI LANDING,0
511,MATA-UTU,WLF,Wallis and Futuna Is.,-13.283333,-176.133333,V,other,None,0,0,0,MATA-UTU,0
512,DEVONPORT,AUS,Australia,-41.183333,146.366667,S,river,M,0,0,0,DEVONPORT,0
513,BEAUTY POINT,AUS,Australia,-41.15,146.816667,S,coastal,None,0,0,0,BEAUTY POINT,0
514,LAUNCESTON,AUS,Australia,-41.45,147.116667,S,river,None,0,0,0,LAUNCESTON,0
515,WHANGAROA,NZL,New Zealand,-35.05,173.766667,V,coastal,None,0,0,0,WHANGAROA,0
516,OPUA,NZL,New Zealand,-35.316667,174.116667,V,river,S,0,0,0,OPUA,0
517,WHANGAREI,NZL,New Zealand,-35.8,174.433333,S,river,L,0,0,0,WHANGAREI,0
518,AUCKLAND,NZL,New Zealand,-36.85,174.766667,L,river,M,0,0,0,AUCKLAND,0
519,TAURANGA,NZL,New Zealand,-37.633333,176.166667,S,coastal,M,0,0,0,TAURANGA,0
520,GISBORNE,NZL,New Zealand,-38.666667,178.033333,S,river,M,0,0,0,GISBORNE,0
521,NAPIER,NZL,New Zealand,-39.483333,176.916667,S,coastal,M,0,0,0,NAPIER,0
522,WELLINGTON,NZL,New Zealand,-41.283333,174.783333,L,coastal,S,0,0,0,WELLINGTON,0
523,WANGANUI,NZL,New Zealand,-39.95,175.033333,V,river,None,0,0,0,WANGANUI,0
524,NEW PLYMOUTH,NZL,New Zealand,-39.066667,174.033333,S,coastal,S,0,0,0,NEW PLYMOUTH,0
525,VARNA,BGR,Bulgaria,43.183333,27.966667,L,coastal,L,0,0,0,VARNA,0
526,MANGALIA,ROU,Romania,43.816667,28.583333,V,coastal,M,0,0,0,MANGALIA,0
