,port_name,iso3,country_name,latitude,longitude,harborsize,harbortype,railway,top_20_busiest_ports,busiest_ports_ranking,amount_shipped_through,code,busiest_ukports
671,MELBOURNE,AUS,Australia,-37.833333,144.966667,L,coastal,L,0,0,0,MELBOURNE,0
672,GEELONG,AUS,Australia,-38.15,144.366667,M,coastal,M,0,0,0,GEELONG,0
673,WARRNAMBOOL,AUS,Australia,-38.4,142.483333,V,coastal,None,0,0,0,WARRNAMBOOL,0
674,PORTLAND,AUS,Australia,-38.333333,141.6,S,coastal,None,0,0,0,PORTLAND,0
675,KINGSCOTE,AUS,Australia,-35.633333,137.633333,V,coastal,None,0,0,0,KINGSCOTE,0
676,PORT ADELAIDE,AUS,Australia,-34.85,138.5,M,river,L,0,0,0,PORT ADELAIDE,0
677,ARDROSSAN,AUS,Australia,-34.433333,137.916667,V,other,None,0,0,0,ARDROSSAN,0
678,PORT GILES,AUS,Australia,-35.033333,137.766667,V,other,None,0,0,0,PORT GILES,0
679,WALLAROO,AUS,Australia,-33.933333,137.616667,V,other,S,0,0,0,WALLAROO,0
680,PORT PIRIE,AUS,Australia,-33.183333,138.016667,S,river,S,0,0,0,PORT PIRIE,0
681,FAKFAK,IDN,Indonesia,-2.933333,132.283333,V,coastal,None,0,0,0,FAKFAK,0
682,AMAMAPARE,IDN,Indonesia,-4.816667,136.966667,S,coastal,None,0,0,0,AMAMAPARE,0
683,MERAUKE,IDN,Indonesia,-8.483333,140.383333,V,river,None,0,0,0,MERAUKE,0
684,DARU,PNG,Papua New Guinea,-9.066667,143.2,V,other,None,0,0,0,DARU,0
685,PORT MORESBY,PNG,Papua New Guinea,-9.466667,147.133333,S,other,None,0,0,0,PORT MORESBY,0
686,ALOTOA,PNG,Papua New Guinea,-10.316667,150.45,V,coastal,None,0,0,0,ALOTOA,0
687,SAMARAI,PNG,Papua New Guinea,-10.616667,150.666667,V,coastal,None,0,0,0,SAMARAI,0
688,SULOGA HARBOR,PNG,Papua New Guinea,-9.216667,152.766667,V,coastal,None,0,0,0,SULOGA HARBOR,0
689,DISCOVERY BAY,PNG,Papua New Guinea,-10.416667,150.416667,V,coastal,None,0,0,0,DISCOVERY BAY,0
690,ORO BAY,PNG,Papua New Guinea,-8.883333,148.483333,V,coastal,None,0,0,0,ORO BAY,0
691,LAE,PNG,Papua New Guinea,-6.733333,147.0,V,other,None,0,0,0,LAE,0
692,MADANG,PNG,Papua New Guinea,-5.216667,145.816667,V,coastal,M,0,0,0,MADANG,0
693,CASTELLAMMARE DI STABIA,ITA,Italy,40.7,14.483333,V,coastal,S,0,0,0,CASTELLAMMARE DI STABIA,0
694,SALERNO,ITA,Italy,40.666667,14.75,S,coastal,M,0,0,0,SALERNO,0
695,VIBO VALENTIA MARINA,ITA,Italy,38.716667,16.133333,V,coastal,S,0,0,0,VIBO VALENTIA MARINA,0
696,REGGIO DI CALABRIA,ITA,Italy,38.116667,15.65,S,coastal,M,0,0,0,REGGIO DI CALABRIA,0
697,MESSINA,ITA,Italy,38.2,15.566667,S,coastal,M,0,0,0,MESSINA,0
698,MILAZZO,ITA,Italy,38.216667,15.25,M,other,M,0,0,0,MILAZZO,0
699,GIOIA TAURO,ITA,Italy,38.416667,15.9,S,lake,S,0,0,0,GIOIA TAURO,0
700,PORTO DI PALERMO,ITA,Italy,38.133333,13.366667,S,coastal,L,0,0,0,PORTO DI PALERMO,0
701,TRAPANI,ITA,Italy,38.016667,12.5,V,coastal,M,0,0,0,TRAPANI,0
702,MARSALA,ITA,Italy,37.783333,12.433333,S,coastal,S,0,0,0,MARSALA,0
703,MAZARA DEL VALLO,ITA,Italy,37.65,12.583333,V,coastal,S,0,0,0,MAZARA DEL VALLO,0
704,PORTO EMPEDOCLE,ITA,Italy,37.283333,13.533333,V,coastal,None,0,0,0,PORTO EMPEDOCLE,0
705,LICATA,ITA,Italy,37.1,13.933333,V,coastal,S,0,0,0,LICATA,0
706,GELA,ITA,Italy,37.066667,14.25,V,coastal,S,0,0,0,GELA,0
707,POZZALLO,ITA,Italy,36.716667,14.85,V,other,S,0,0,0,POZZALLO,0
708,SIRACUSA,ITA,Italy,37.05,15.283333,L,coastal,L,0,0,0,SIRACUSA,0
709,AUGUSTA,ITA,Italy,37.216667,15.233333,S,coastal,S,0,0,0,AUGUSTA,0
710,CATANIA,ITA,Italy,37.5,15.1,S,coastal,M,0,0,0,CATANIA,0
711,LIPARI,ITA,Italy,38.483333,14.966667,V,coastal,None,0,0,0,LIPARI,0
712,VALLETTA HARBORS,MLT,Malta,35.9,14.516667,M,coastal,None,0,0,0,VALLETTA HARBORS,0
713,MARSAXLOKK,MLT,Malta,35.816667,14.55,S,coastal,None,0,0,0,MARSAXLOKK,0
714,CROTONE,ITA,Italy,39.083333,17.133333,S,coastal,S,0,0,0,CROTONE,0
715,TARANTO,ITA,Italy,40.466667,17.2,L,coastal,M,0,0,0,TARANTO,0
716,GALLIPOLI,ITA,Italy,40.05,17.983333,M,coastal,M,0,0,0,GALLIPOLI,0
717,OTRANTO,ITA,Italy,40.15,18.5,V,coastal,None,0,0,0,OTRANTO,0
718,MONOPOLI,ITA,Italy,40.95,17.3,S,coastal,S,0,0,0,MONOPOLI,0
719,BARI,ITA,Italy,41.133333,16.866667,M,coastal,L,0,0,0,BARI,0
720,PORTO DI ORISTANO,ITA,Italy,39.866667,8.55,S,coastal,None,0,0,0,PORTO DI ORISTANO,0
721,PORTO TORRES,ITA,Italy,40.833333,8.4,S,coastal,S,0,0,0,PORTO TORRES,0
722,SAN REMO,ITA,Italy,43.816667,7.783333,V,coastal,S,0,0,0,SAN REMO,0
723,IMPERIA,ITA,Italy,43.883333,8.033333,S,coastal,M,0,0,0,IMPERIA,0
724,RADA DI VADO,ITA,Italy,44.266667,8.433333,M,other,S,0,0,0,RADA DI VADO,0
725,SAVONA,ITA,Italy,44.316667,8.5,S,coastal,L,0,0,0,SAVONA,0
726,GENOVA,ITA,Italy,44.4,8.933333,L,coastal,L,0,0,0,GENOVA,0
727,LA SPEZIA,ITA,Italy,44.1,9.833333,M,coastal,M,0,0,0,LA SPEZIA,0
728,MARINA DI CARRARA,ITA,Italy,44.033333,10.033333,V,coastal,S,0,0,0,MARINA DI CARRARA,0
729,LIVORNO,ITA,Italy,43.55,10.316667,S,coastal,M,0,0,0,LIVORNO,0
730,VADA,ITA,Italy,43.35,10.45,V,other,None,0,0,0,VADA,0
731,VANIMO,PNG,Papua New Guinea,-2.683333,141.133333,S,coastal,None,0,0,0,VANIMO,0
732,THURSDAY ISLAND,AUS,Australia,-10.583333,142.216667,S,coastal,None,0,0,0,THURSDAY ISLAND,0
733,CAIRNS,AUS,Australia,-16.916667,145.783333,S,river,S,0,0,0,CAIRNS,0
734,MOURILYAN HARBOUR,AUS,Australia,-17.6,146.133333,S,coastal,S,0,0,0,MOURILYAN HARBOUR,0
735,LUCINDA,AUS,Australia,-18.516667,146.333333,V,other,S,0,0,0,LUCINDA,0
736,TOWNSVILLE,AUS,Australia,-19.266667,146.816667,S,coastal,M,0,0,0,TOWNSVILLE,0
737,MACKAY,AUS,Australia,-21.116667,149.216667,S,coastal,S,0,0,0,MACKAY,0
738,HAY POINT,AUS,Australia,-21.283333,149.3,S,other,S,0,0,0,HAY POINT,0
739,PORT ALMA,AUS,Australia,-23.583333,150.85,V,river,None,0,0,0,PORT ALMA,0
740,GLADSTONE,AUS,Australia,-23.85,151.25,S,river,L,0,0,0,GLADSTONE,0
741,BUNDABERG,AUS,Australia,-24.866667,152.35,V,river,S,0,0,0,BUNDABERG,0
742,BRISBANE,AUS,Australia,-27.466667,153.033333,L,river,None,0,0,0,BRISBANE,0
743,SAILOLOF,IDN,Indonesia,-1.25,130.75,V,coastal,None,0,0,0,SAILOLOF,0
744,BAUBAU,IDN,Indonesia,-5.466667,122.616667,V,coastal,None,0,0,0,BAUBAU,0
745,RAHA ROADSTEAD,IDN,Indonesia,-4.85,122.733333,V,other,None,0,0,0,RAHA ROADSTEAD,0
746,POMALAA,IDN,Indonesia,-4.166667,121.6,V,coastal,None,0,0,0,POMALAA,0
747,UJUNG PANDANG,IDN,Indonesia,-5.133333,119.4,M,coastal,S,0,0,0,UJUNG PANDANG,0
748,DONGGALA,IDN,Indonesia,-0.65,119.733333,V,other,None,0,0,0,DONGGALA,0
749,TAHUNA,IDN,Indonesia,3.616667,125.483333,V,coastal,None,0,0,0,TAHUNA,0
750,TERNATE,IDN,Indonesia,0.783333,127.383333,V,other,None,0,0,0,TERNATE,0
751,LABUHA,IDN,Indonesia,-0.633333,127.466667,V,other,None,0,0,0,LABUHA,0
752,BULA,IDN,Indonesia,-3.1,130.5,V,other,None,0,0,0,BULA,0
753,SALAWATI,IDN,Indonesia,-1.35,130.983333,S,river,None,0,0,0,SALAWATI,0
754,AMBON,IDN,Indonesia,-3.683333,128.166667,S,coastal,None,0,0,0,AMBON,0
755,NAMLEA,IDN,Indonesia,-3.283333,127.083333,V,coastal,None,0,0,0,NAMLEA,0
756,SAUMLAKI,IDN,Indonesia,-7.983333,131.3,V,coastal,None,0,0,0,SAUMLAKI,0
757,SERUI,IDN,Indonesia,-1.9,136.25,V,coastal,None,0,0,0,SERUI,0
758,MANOKWARI ROAD,IDN,Indonesia,-0.866667,134.083333,V,coastal,L,0,0,0,MANOKWARI ROAD,0
759,MANGKASA OIL TERMINAL,IDN,Indonesia,-2.733333,121.066667,S,other,None,0,0,0,MANGKASA OIL TERMINAL,0
760,KENDARI,IDN,Indonesia,-3.966667,122.583333,V,coastal,None,0,0,0,KENDARI,0
761,KASIM TERMINAL,IDN,Indonesia,-1.3,131.016667,L,other,None,0,0,0,KASIM TERMINAL,0
762,BINTULU PORT,MYS,Malaysia,3.266667,113.066667,S,coastal,None,0,0,0,BINTULU PORT,0
763,MIRI,MYS,Malaysia,4.383333,113.966667,S,river,M,0,0,0,MIRI,0
764,LUTONG,MYS,Malaysia,4.466667,114.0,S,other,None,0,0,0,LUTONG,0
765,MUARA HARBOR,BRN,Brunei,5.033333,115.066667,S,coastal,None,0,0,0,MUARA HARBOR,0
766,BANDAR SERI BEGAWAN,BRN,Brunei,4.883333,114.883333,S,river,None,0,0,0,BANDAR SERI BEGAWAN,0
767,SERIA OIL LOADING TERMINAL,BRN,Brunei,4.616667,114.316667,V,other,None,0,0,0,SERIA OIL LOADING TERMINAL,0
768,PORTOVECCHIO DI PIOMBINO,ITA,Italy,42.933333,10.55,V,coastal,S,0,0,0,PORTOVECCHIO DI PIOMBINO,0
769,PORTO SANTO STEFANO,ITA,Italy,42.433333,11.116667,V,coastal,S,0,0,0,PORTO SANTO STEFANO,0
770,CIVITAVECCHIA,ITA,Italy,42.1,11.783333,M,coastal,None,0,0,0,CIVITAVECCHIA,0
771,FIUMICINO,ITA,Italy,41.766667,12.233333,V,lake,S,0,0,0,FIUMICINO,0
772,ANZIO,ITA,Italy,41.45,12.633333,V,coastal,S,0,0,0,ANZIO,0
773,GAETA,ITA,Italy,41.2,13.583333,S,coastal,S,0,0,0,GAETA,0
774,POZZUOLI,ITA,Italy,40.816667,14.116667,V,coastal,S,0,0,0,POZZUOLI,0
775,BAGNOLI,ITA,Italy,40.816667,14.166667,S,other,S,0,0,0,BAGNOLI,0
776,NAPOLI,ITA,Italy,40.85,14.266667,L,coastal,L,0,0,0,NAPOLI,0
777,CARLOFORTE,ITA,Italy,39.15,8.316667,V,coastal,M,0,0,0,CARLOFORTE,0
778,PORTO VESME,ITA,Italy,39.2,8.4,V,coastal,None,0,0,0,PORTO VESME,0
779,PUERTO DE ALCUDIA,ESP,Spain,39.833333,3.133333,V,coastal,None,0,0,0,PUERTO DE ALCUDIA,0
780,MAHON,ESP,Spain,39.883333,4.266667,V,river,None,0,0,0,MAHON,0
781,ROSAS,ESP,Spain,42.266667,3.183333,V,coastal,None,0,0,0,ROSAS,0
782,PORT-VENDRES,FRA,France,42.516667,3.116667,S,coastal,None,0,0,0,PORT-VENDRES,0
783,PORT-LA-NOUVELLE,FRA,France,43.016667,3.066667,S,lake,S,0,0,0,PORT-LA-NOUVELLE,0
784,SETE,FRA,France,43.4,3.7,S,coastal,L,0,0,0,SETE,0
785,PORT SAINT LOUIS DU RHONE,FRA,France,43.383333,4.816667,S,lake,S,0,0,0,PORT SAINT LOUIS DU RHONE,0
786,FOS,FRA,France,43.416667,4.883333,V,coastal,S,0,0,0,FOS,0
787,PORT-DE-BOUC,FRA,France,43.4,4.983333,S,coastal,S,0,0,0,PORT-DE-BOUC,0
788,MARSEILLE,FRA,France,43.316667,5.366667,S,coastal,S,0,0,0,MARSEILLE,0
789,SAINT-TROPEZ,FRA,France,43.266667,6.633333,V,coastal,S,0,0,0,SAINT-TROPEZ,0
790,SAINT-RAPHAEL,FRA,France,43.416667,6.766667,V,coastal,S,0,0,0,SAINT-RAPHAEL,0
791,CANNES,FRA,France,43.55,7.016667,S,coastal,S,0,0,0,CANNES,0
792,ANTIBES,FRA,France,43.583333,7.133333,V,coastal,S,0,0,0,ANTIBES,0
793,NICE,FRA,France,43.7,7.283333,S,coastal,S,0,0,0,NICE,0
794,VILLEFRANCHE,FRA,France,43.7,7.316667,V,coastal,S,0,0,0,VILLEFRANCHE,0
795,MONACO,MCO,Monaco,43.733333,7.416667,V,coastal,None,0,0,0,MONACO,0
796,BASTIA,FRA,France,42.7,9.45,V,coastal,S,0,0,0,BASTIA,0
797,BONIFACIO,FRA,France,41.383333,9.166667,V,coastal,None,0,0,0,BONIFACIO,0
798,PORT DE PROPRIANO,FRA,France,41.683333,8.9,V,coastal,None,0,0,0,PORT DE PROPRIANO,0
799,PORT D' AJACCIO,FRA,France,41.916667,8.75,S,coastal,None,0,0,0,PORT D' AJACCIO,0
800,CALVI,FRA,France,42.566667,8.75,V,coastal,None,0,0,0,CALVI,0
801,L'ILE ROUSSE,FRA,France,42.633333,8.933333,V,coastal,None,0,0,0,L'ILE ROUSSE,0
802,LA MADDALENA,ITA,Italy,41.2,9.416667,S,coastal,S,0,0,0,LA MADDALENA,0
803,OLBIA,ITA,Italy,40.916667,9.5,S,coastal,M,0,0,0,OLBIA,0
804,ARBATAX,ITA,Italy,39.933333,9.7,V,coastal,None,0,0,0,ARBATAX,0
805,CAGLIARI,ITA,Italy,39.216667,9.116667,S,coastal,S,0,0,0,CAGLIARI,0
806,SARROCH OIL TERMINAL,ITA,Italy,39.083333,9.033333,M,other,None,0,0,0,SARROCH OIL TERMINAL,0
807,VICTORIA,MYS,Malaysia,5.283333,115.233333,S,coastal,S,0,0,0,VICTORIA,0
808,KOTA KINABALU,MYS,Malaysia,5.983333,116.066667,M,coastal,S,0,0,0,KOTA KINABALU,0
809,KUDAT,MYS,Malaysia,6.883333,116.85,V,other,None,0,0,0,KUDAT,0
810,PELABUHAN SANDAKAN,MYS,Malaysia,5.833333,118.116667,S,coastal,M,0,0,0,PELABUHAN SANDAKAN,0
811,LAHAD DATU,MYS,Malaysia,5.016667,118.316667,V,coastal,None,0,0,0,LAHAD DATU,0
812,TANJUNG ARANG  (BUNYU),IDN,Indonesia,3.466667,117.833333,V,coastal,None,0,0,0,TANJUNG ARANG  (BUNYU),0
813,LINGKAS,IDN,Indonesia,3.283333,117.6,S,other,None,0,0,0,LINGKAS,0
814,TANJUNGREDEB,IDN,Indonesia,2.15,117.483333,S,river,None,0,0,0,TANJUNGREDEB,0
815,BENOA,IDN,Indonesia,0.983333,117.966667,V,river,None,0,0,0,BENOA,0
816,BONTANG LNG TERMINAL,IDN,Indonesia,0.1,117.483333,V,coastal,None,0,0,0,BONTANG LNG TERMINAL,0
817,TANJUNG SANTAN,IDN,Indonesia,-0.1,117.533333,V,coastal,None,0,0,0,TANJUNG SANTAN,0
818,SAMARINDA,IDN,Indonesia,-0.516667,117.116667,V,river,M,0,0,0,SAMARINDA,0
819,SENIPAH OIL TERMINAL,IDN,Indonesia,-0.95,117.166667,V,other,None,0,0,0,SENIPAH OIL TERMINAL,0
820,BALIKPAPAN,IDN,Indonesia,-1.25,116.816667,S,coastal,None,0,0,0,BALIKPAPAN,0
821,LAWI LAWI OIL TERMINAL,IDN,Indonesia,-1.45,116.766667,S,other,None,0,0,0,LAWI LAWI OIL TERMINAL,0
822,GUNUNG BATU BESAR,IDN,Indonesia,-2.616667,116.3,V,river,None,0,0,0,GUNUNG BATU BESAR,0
823,KOTA BARU,IDN,Indonesia,-3.233333,116.216667,V,coastal,None,0,0,0,KOTA BARU,0
824,BANJARMASIN,IDN,Indonesia,-3.333333,114.583333,V,river,S,0,0,0,BANJARMASIN,0
825,KUMAI,IDN,Indonesia,-2.75,111.716667,V,river,None,0,0,0,KUMAI,0
826,PONTIANAK,IDN,Indonesia,-0.016667,109.333333,V,river,None,0,0,0,PONTIANAK,0
827,MANADO,IDN,Indonesia,1.5,124.833333,S,coastal,S,0,0,0,MANADO,0
828,GORONTALO,IDN,Indonesia,0.5,123.05,V,other,None,0,0,0,GORONTALO,0
829,POSO,IDN,Indonesia,-1.366667,120.75,V,other,None,0,0,0,POSO,0
830,KOLONODALE,IDN,Indonesia,-1.983333,121.333333,V,coastal,None,0,0,0,KOLONODALE,0
831,KUCHING,MYS,Malaysia,1.566667,110.35,S,river,S,0,0,0,KUCHING,0
832,SIBU,MYS,Malaysia,2.283333,111.816667,V,river,M,0,0,0,SIBU,0
833,SARIKEI,MYS,Malaysia,2.133333,111.533333,V,river,None,0,0,0,SARIKEI,0
834,SUNGAIPAKNING,IDN,Indonesia,1.35,102.166667,S,coastal,None,0,0,0,SUNGAIPAKNING,0
835,FLYING FISH COVE,None,None,-10.416667,105.7,M,coastal,None,0,0,0,FLYING FISH COVE,0
836,BANTEN,IDN,Indonesia,-6.016667,105.966667,V,other,None,0,0,0,BANTEN,0
837,ANYER LOR,IDN,Indonesia,-6.05,105.916667,V,other,None,0,0,0,ANYER LOR,0
838,TANJUNG SEKONG,IDN,Indonesia,-5.916667,106.0,V,coastal,None,0,0,0,TANJUNG SEKONG,0
839,JAKARTA,IDN,Indonesia,-6.1,106.883333,L,coastal,M,0,0,0,JAKARTA,0
840,CIREBON,IDN,Indonesia,-6.716667,108.566667,V,coastal,M,0,0,0,CIREBON,0
841,PALMA DE MALLORCA,ESP,Spain,39.566667,2.633333,M,coastal,M,0,0,0,PALMA DE MALLORCA,0
842,PORTO PONTE ROMANO,ITA,Italy,39.05,8.466667,V,other,None,0,0,0,PORTO PONTE ROMANO,0
843,SANTA CRUZ DE LA PALMA,ESP,Spain,28.683333,-17.75,V,coastal,None,0,0,0,SANTA CRUZ DE LA PALMA,0
844,SANTA CRUZ DE TENERIFE,ESP,Spain,28.466667,-16.233333,M,coastal,S,0,0,0,SANTA CRUZ DE TENERIFE,0
845,LAS PALMAS,ESP,Spain,28.15,-15.416667,L,coastal,L,0,0,0,LAS PALMAS,0
846,PUERTO DEL ROSARIO,ESP,Spain,28.5,-13.85,V,coastal,None,0,0,0,PUERTO DEL ROSARIO,0
847,ARRECIFE,ESP,Spain,28.95,-13.533333,V,coastal,S,0,0,0,ARRECIFE,0
848,HUELVA,ESP,Spain,37.25,-6.95,M,river,M,0,0,0,HUELVA,0
849,SEVILLA,ESP,Spain,37.366667,-6.0,M,lake,None,0,0,0,SEVILLA,0
850,ROTA,ESP,Spain,36.616667,-6.333333,V,coastal,S,0,0,0,ROTA,0
851,CADIZ,ESP,Spain,36.533333,-6.3,M,coastal,S,0,0,0,CADIZ,0
852,ALGECIRAS,ESP,Spain,36.133333,-5.433333,S,coastal,S,0,0,0,ALGECIRAS,0
853,EUROPA POINT,None,None,36.133333,-5.35,M,coastal,S,0,0,0,EUROPA POINT,0
854,MALAGA,ESP,Spain,36.716667,-4.416667,M,coastal,S,0,0,0,MALAGA,0
855,MOTRIL,ESP,Spain,36.75,-3.516667,V,coastal,None,0,0,0,MOTRIL,0
856,ADRA,ESP,Spain,36.733333,-3.033333,V,coastal,S,0,0,0,ADRA,0
857,ALMERIA,ESP,Spain,36.833333,-2.466667,S,coastal,S,0,0,0,ALMERIA,0
858,PUERTO DE CARBONERAS,ESP,Spain,37.0,-1.883333,S,coastal,None,0,0,0,PUERTO DE CARBONERAS,0
859,AGUILAS,ESP,Spain,37.4,-1.566667,V,coastal,None,0,0,0,AGUILAS,0
860,HORNILLO,ESP,Spain,37.4,-1.55,V,coastal,None,0,0,0,HORNILLO,0
861,CARTAGENA,ESP,Spain,37.583333,-0.983333,S,coastal,S,0,0,0,CARTAGENA,0
862,TORREVIEJA,ESP,Spain,37.966667,-0.683333,V,coastal,S,0,0,0,TORREVIEJA,0
863,ALICANTE,ESP,Spain,38.333333,-0.483333,M,coastal,M,0,0,0,ALICANTE,0
864,PUERTO DE GANDIA,ESP,Spain,39.0,-0.15,V,coastal,None,0,0,0,PUERTO DE GANDIA,0
865,VALENCIA,ESP,Spain,39.45,-0.316667,M,coastal,M,0,0,0,VALENCIA,0
866,SAGUNTO,ESP,Spain,39.65,-0.216667,V,coastal,M,0,0,0,SAGUNTO,0
867,BURRIANA,ESP,Spain,39.883333,-0.05,V,river,S,0,0,0,BURRIANA,0
868,EL GRAO,ESP,Spain,39.966667,0.016667,V,coastal,S,0,0,0,EL GRAO,0
869,TARRAGONA,ESP,Spain,41.1,1.233333,L,coastal,M,0,0,0,TARRAGONA,0
870,BARCELONA,ESP,Spain,41.35,2.166667,L,coastal,S,0,0,0,BARCELONA,0
871,SAN FELIU DE GUIXOLS,ESP,Spain,41.783333,3.033333,V,coastal,M,0,0,0,SAN FELIU DE GUIXOLS,0
872,PALAMOS,ESP,Spain,41.833333,3.116667,S,coastal,None,0,0,0,PALAMOS,0
873,FUNCHAL,PRT,Portugal,32.633333,-16.916667,L,coastal,None,0,0,0,FUNCHAL,0
874,PUERTO DE PASAJES,ESP,Spain,43.333333,-1.933333,M,river,S,0,0,0,PUERTO DE PASAJES,0
875,BERMEO,ESP,Spain,43.416667,-2.716667,V,coastal,None,0,0,0,BERMEO,0
876,PUERTO DE BILBAO,ESP,Spain,43.35,-3.05,M,coastal,None,0,0,0,PUERTO DE BILBAO,0
877,SANTANDER,ESP,Spain,43.466667,-3.783333,M,river,M,0,0,0,SANTANDER,0
878,GIJON,ESP,Spain,43.55,-5.666667,S,coastal,M,0,0,0,GIJON,0
879,PORTO DE SUAPE,BRA,Brazil,-8.4,-34.966667,S,coastal,S,0,0,0,PORTO DE SUAPE,0
880,TEGAL,IDN,Indonesia,-6.85,109.133333,V,other,M,0,0,0,TEGAL,0
881,PEKALONGAN,IDN,Indonesia,-6.85,109.7,V,other,None,0,0,0,PEKALONGAN,0
882,SEMARANG,IDN,Indonesia,-6.95,110.416667,S,other,M,0,0,0,SEMARANG,0
883,REMBANG,IDN,Indonesia,-6.7,111.35,V,other,S,0,0,0,REMBANG,0
884,TUBAN,IDN,Indonesia,-6.733333,112.15,V,other,None,0,0,0,TUBAN,0
885,SURABAYA,IDN,Indonesia,-7.2,112.733333,M,coastal,M,0,0,0,SURABAYA,0
886,PANARUKAN,IDN,Indonesia,-7.7,113.933333,V,coastal,M,0,0,0,PANARUKAN,0
887,CILACAP,IDN,Indonesia,-7.733333,109.0,L,coastal,None,0,0,0,CILACAP,0
888,BENOA,IDN,Indonesia,-8.75,115.216667,V,coastal,None,0,0,0,BENOA,0
889,LABUHANHAJI,IDN,Indonesia,-8.7,116.566667,V,other,None,0,0,0,LABUHANHAJI,0
890,MAUMERE,IDN,Indonesia,-8.616667,122.216667,V,other,None,0,0,0,MAUMERE,0
891,LARANTUKA,IDN,Indonesia,-8.35,122.983333,V,other,None,0,0,0,LARANTUKA,0
892,ENDE,IDN,Indonesia,-8.833333,121.65,V,coastal,None,0,0,0,ENDE,0
893,TAREMPAH,IDN,Indonesia,3.216667,106.216667,V,coastal,None,0,0,0,TAREMPAH,0
894,BENGKALIS,IDN,Indonesia,1.466667,102.1,V,coastal,S,0,0,0,BENGKALIS,0
895,PULAU BUKOM,SGP,Singapore,1.233333,103.766667,M,other,None,0,0,0,PULAU BUKOM,0
896,PULAU SEBAROK,SGP,Singapore,1.2,103.8,S,other,None,0,0,0,PULAU SEBAROK,0
897,TANJUNGUBAN,IDN,Indonesia,1.066667,104.216667,V,coastal,None,0,0,0,TANJUNGUBAN,0
898,TANJUNGPINANG,IDN,Indonesia,0.916667,104.45,V,other,None,0,0,0,TANJUNGPINANG,0
899,KIJANG,IDN,Indonesia,0.85,104.6,V,river,None,0,0,0,KIJANG,0
900,PULAU SAMBU,IDN,Indonesia,1.166667,103.9,S,coastal,None,0,0,0,PULAU SAMBU,0
901,DABO,IDN,Indonesia,-0.5,104.566667,V,other,S,0,0,0,DABO,0
902,TOBOALI,IDN,Indonesia,-3.016667,106.45,V,other,None,0,0,0,TOBOALI,0
903,MUNTOK,IDN,Indonesia,-2.066667,105.166667,V,coastal,None,0,0,0,MUNTOK,0
904,PANGKALPINANG,IDN,Indonesia,-2.116667,106.133333,V,other,None,0,0,0,PANGKALPINANG,0
905,CINTA OIL TERMINAL,IDN,Indonesia,-5.5,106.233333,V,other,None,0,0,0,CINTA OIL TERMINAL,0
906,PANJANG,IDN,Indonesia,-5.466667,105.316667,V,coastal,S,0,0,0,PANJANG,0
907,TELUK BAYUR,IDN,Indonesia,-1.0,100.366667,V,other,M,0,0,0,TELUK BAYUR,0
908,AVILES,ESP,Spain,43.6,-5.933333,S,lake,M,0,0,0,AVILES,0
909,RIBADEO,ESP,Spain,43.533333,-7.033333,V,river,S,0,0,0,RIBADEO,0
910,SAN CIPRIAN,ESP,Spain,43.7,-7.433333,V,coastal,None,0,0,0,SAN CIPRIAN,0
911,FERROL,ESP,Spain,43.483333,-8.233333,M,river,M,0,0,0,FERROL,0
912,LA CORUNA,ESP,Spain,43.366667,-8.4,S,coastal,L,0,0,0,LA CORUNA,0
913,VILLAGARCIA DE AROSA,ESP,Spain,42.6,-8.766667,V,coastal,S,0,0,0,VILLAGARCIA DE AROSA,0
914,MARIN,ESP,Spain,42.4,-8.7,S,coastal,S,0,0,0,MARIN,0
915,VIGO,ESP,Spain,42.233333,-8.716667,M,coastal,S,0,0,0,VIGO,0
916,VIANA DO CASTELO,PRT,Portugal,41.7,-8.833333,S,coastal,None,0,0,0,VIANA DO CASTELO,0
917,PORTO DE LEIXOES,PRT,Portugal,41.183333,-8.7,V,coastal,S,0,0,0,PORTO DE LEIXOES,0
918,DOURO,PRT,Portugal,41.15,-8.666667,V,river,S,0,0,0,DOURO,0
919,AVEIRO,PRT,Portugal,40.65,-8.65,M,river,S,0,0,0,AVEIRO,0
920,FIGUEIRA DA FOZ,PRT,Portugal,40.15,-8.85,V,river,S,0,0,0,FIGUEIRA DA FOZ,0
921,LISBOA,PRT,Portugal,38.7,-9.166667,L,river,None,0,0,0,LISBOA,0
922,SETUBAL,PRT,Portugal,38.516667,-8.9,S,river,S,0,0,0,SETUBAL,0
923,SINES,PRT,Portugal,37.95,-8.866667,M,coastal,S,0,0,0,SINES,0
924,FARO,PRT,Portugal,37.033333,-7.933333,V,river,None,0,0,0,FARO,0
925,VILA REAL DE S ANTONIO,PRT,Portugal,37.183333,-7.4,V,river,None,0,0,0,VILA REAL DE S ANTONIO,0
926,BORDEAUX,FRA,France,44.866667,-0.566667,L,river,None,0,0,0,BORDEAUX,0
927,SAINT HELIER HARBOUR,GBR,United Kingdom,49.183333,-2.116667,S,coastal,None,0,0,0,SAINT HELIER HARBOUR,0
928,PAIMPOL,FRA,France,48.783333,-3.05,V,river,S,0,0,0,PAIMPOL,0
929,RADE DE BREST,FRA,France,48.383333,-4.5,L,coastal,L,0,0,0,RADE DE BREST,0
930,CONCARNEAU,FRA,France,47.866667,-3.916667,V,coastal,S,0,0,0,CONCARNEAU,0
