scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id,lon,lat
7,Airport,mid,Teniente Luis Candelaria Int'l,BRC,terminal,SAZS,BRC,http://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,15.00000,,Q370274,,,Flughafen Bariloche,San Carlos de Bariloche Airport,Aeropuerto Internacional Teniente Luis Candelaria,,,,,Bandar Udara Internasional Teniente Luis Candelaria,Aeroporto Internazionale di San Carlos de Bariloche,サン・カルロス・デ・バリローチェ空港,,San Carlos de Bariloche Airport,Port lotniczy Bariloche,Aeroporto Internacional Teniente Luis Candelaria,,Bariloche Aerodrome,,Sân bay quốc tế Teniente Luis Candelaria,聖卡洛斯-德巴里洛切機場,4,1159119237,-71.16143,-41.14600
7,Airport,mid,Bouaké,BYK,terminal,DIBK,BYK,http://en.wikipedia.org/wiki/Bouak%C3%A9_Airport,15.00000,,Q2519198,مطار بواكي,,,Bouaké Airport,Aeropuerto de Bouaké,aéroport de Bouaké,,,,,,ブアケ空港,,Luchthaven Bouaké,Port lotniczy Bouaké,,,Bouaké Airport,,,布瓦凱機場,4,1159119257,-5.06894,7.73610
7,Airport,major,Philip S. W. Goldson Int'l,BZE,terminal,MZBZ,BZE,http://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,15.00000,,Q1422858,,,Philip S. W. Goldson International Airport,Philip S. W. Goldson International Airport,Aeropuerto Internacional Philip S. W. Goldson,aéroport international Philip S. W. Goldson,,,,Bandar Udara Internasional Philip S. W. Goldson,Aeroporto Internazionale Philip S. W. Goldson,フィリップス・S・W・ゴールドソン国際空港,,Philip S. W. Goldson International Airport,Port lotniczy Philip S. W. Goldson,Aeroporto Internacional Philip S. W. Goldson,,Belize International Airport,,,菲利普戈尔德森国际机场,4,1159119267,-88.30821,17.53607
7,Airport,major,Corpus Christi Int'l,CRP,terminal,KCRP,CRP,http://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,15.00000,,Q1656909,,,,Corpus Christi International Airport,,,,,,,,コーパスクリスティ国際空港,,Internationale luchthaven Corpus Christi,,,,Corpus Christi International Airport,,,聖體市機場,4,1159119285,-97.50227,27.77446
7,Airport,mid,Hato Int'l,CUR,terminal,TNCC,CUR,http://en.wikipedia.org/wiki/Hato_International_Airport,15.00000,,Q1431168,,,Flughafen Curaçao,Hato International Airport,Aeropuerto Internacional Hato,aéroport international Hato,,,,,Aeroporto Internazionale di Hato,ハト国際空港,,Curaçao International Airport,Port lotniczy Curaçao,Aeroporto Internacional Hato,,Hato International Airport,,Sân bay quốc tế Hato,庫拉索國際機場,4,1159119303,-68.95688,12.18483
7,Airport,major,Velazco Astete Int'l,CUZ,terminal,SPZO,CUZ,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,15.00000,,Q1431170,,,Flughafen Cuzco,Alejandro Velasco Astete International Airport,Aeropuerto Internacional Alejandro Velasco Astete,aéroport international Alejandro Velasco Astete,,,,Bandar Udara Internasional Alejandro Velasco Astete,,アレハンドロ・ベラスコ・アステテ国際空港,,,Port lotniczy Cusco-Alejandro Velasco Astete,Aeroporto Internacional Alejandro Velasco Astete,Алехандро Веласко Эстете,,,Sân bay quốc tế Alejandro Velasco Astete,Alejandro Velasco Astete國際機場,4,1159119321,-71.94366,-13.53822
7,Airport,mid,Julius Nyerere Int'l,DAR,terminal,HTDA,DAR,http://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,15.00000,,Q1411192,مطار جوليوس نيريري,,Flughafen Dar es Salaam,Julius Nyerere International Airport,Aeropuerto Internacional Julius Nyerere,aéroport international Julius Nyerere,,,Julius Nyerere nemzetközi repülőtér,Bandar Udara Internasional Julius Nyerere,Aeroporto Internazionale Julius Nyerere,ジュリウス・ニエレレ国際空港,,Julius Nyerere International Airport,Port lotniczy Dar es Salaam,Aeroporto Internacional Julius Nyerere,Международный аэропорт имени Джулиуса Ньерере,,,,朱利叶斯·尼雷尔国际机场,4,1159119341,39.20747,-6.86672
7,Airport,mid,Detroit City,DET,terminal,KDET,DET,http://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,15.00000,,Q1657858,,,,Coleman A. Young International Airport,,,,,,,,Coleman A. Young市営空港,,,,,,,,,Coleman A. Young國際機場,4,1159119359,-83.00397,42.40909
7,Airport,mid,Presidente Nicolau Lobato Int'l,DIL,terminal,WPDL,DIL,http://en.wikipedia.org/wiki/Presidente_Nicolau_Lobato_International_Airport,15.00000,,Q1432488,,রাষ্ট্রপতি নিকোলাউ লোবাটো আন্তর্জাতিক বিমানবন্দর,Flughafen Presidente Nicolau Lobato,Presidente Nicolau Lobato International Airport,Aeropuerto Internacional Presidente Nicolau Lobato,aéroport international de Dili,,,,Bandar Udara Internasional Presidente Nicolau Lobato,Aeroporto Internazionale Presidente Nicolau Lobato,プレジデンテ・ニコラウ・ロバト国際空港,,Presidente Nicolau Lobato International Airport,Port lotniczy Dili,Aeroporto Internacional Presidente Nicolau Lobato,,,,Sân bay quốc tế Presidente Nicolau Lobato,尼古勞·洛巴托總統國際機場,4,1159119377,125.52485,-8.54931
7,Airport,major,Moscow Domodedovo Int'l,DME,terminal,UUDD,DME,http://en.wikipedia.org/wiki/Domodedovo_International_Airport,15.00000,,Q186614,مطار دوموديدوفو الدولي,,Flughafen Moskau-Domodedowo,Domodedovo International Airport,Aeropuerto Internacional de Moscú-Domodédovo,aéroport international Domodedovo,,दोमोदेदोव हवाई अड्डा,Domogyedovói nemzetközi repülőtér,Bandar Udara Internasional Domodedovo,Aeroporto di Mosca-Domodedovo,ドモジェドヴォ空港,도모데도보 국제공항,Luchthaven Domodedovo,Port lotniczy Moskwa-Domodiedowo,Aeroporto Internacional Domodedovo,Домодедово,Domodedovos internationella flygplats,Domodedovo Havalimanı,Sân bay Quốc tế Domodedovo,多莫杰多沃国际机场,4,1159119395,37.90025,55.41415
7,Airport,mid,Dunedin Int'l,DUD,terminal,NZDN,DUD,http://en.wikipedia.org/wiki/Dunedin_International_Airport,15.00000,,Q1364375,,,Flughafen Dunedin,Dunedin International Airport,,,,,,Bandar Udara Internasional Dunedin,Aeroporto di Dunedin,ダニーデン国際空港,더니든 국제공항,Dunedin International Airport,Port lotniczy Dunedin,,Данидин,,,Sân bay quốc tế Dunedin,达尼丁国际机场,4,1159119413,170.20003,-45.92343
7,Airport,mid,Dzaoudzi Pamanzi Int'l,DZA,terminal,FMCZ,DZA,http://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport,15.00000,,Q642313,,,Flughafen Dzaoudzi Pamandzi,Dzaoudzi Pamandzi International Airport,Aeropuerto Internacional de Dzaoudzi Pamandzi,aéroport de Dzaoudzi-Pamandzi,,,Dzaoudzi Pamandzi nemzetközi repülőtér,Bandar Udara Internasional Dzaoudzi Pamandzi,Aeroporto di Dzaoudzi-Pamanzi,ザウジ,자우지 파만지 국제공항,Luchthaven Dzaoudzi-Pamandzi,Port lotniczy Dzaoudzi,,,,,Sân bay quốc tế Dzaoudzi Pamandzi,藻德濟-Pamanzi國際機場,4,1159119431,45.28179,-12.80495
7,Airport,mid,El Paso Int'l,ELP,terminal,KELP,ELP,http://en.wikipedia.org/wiki/El_Paso_International_Airport,15.00000,,Q1231062,,এল প্যাসো আন্তর্জাতিক বিমানবন্দর,El Paso International Airport,El Paso International Airport,Aeropuerto Internacional de El Paso,,,,,Bandar Udara Internasional El Paso,Aeroporto Internazionale di El Paso,エルパソ国際空港,,El Paso International Airport,Port lotniczy El Paso,Aeroporto Internacional de El Paso,,,,Sân bay quốc tế El Paso,艾爾帕索國際機場,4,1159119449,-106.39571,31.79909
7,Airport,major,Zvartnots Int'l,EVN,terminal,UDYZ,EVN,http://en.wikipedia.org/wiki/Zvartnots_International_Airport,15.00000,,Q1124922,,,Flughafen Jerewan,Zvartnots International Airport,Aeropuerto Internacional de Zvartnots,aéroport international Zvartnots,,,Zvartnotszi nemzetközi repülőtér,Bandar Udara Internasional Zvartnots,Aeroporto di Erevan,ズヴァルトノッツ国際空港,츠바르트노츠 국제공항,Luchthaven Zvartnots,Port lotniczy Erywań,Aeroporto Internacional de Zvartnots,Звартноц,Zvartnots internationella flygplats,Zvartnots Uluslararası Havalimanı,Sân bay quốc tế Zvartnots,兹瓦尔特诺茨国际机场,4,1159119467,44.40006,40.15237
7,Airport,major,Fort Worth Meacham Field,FTW,terminal,KFTW,FTW,http://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,15.00000,,Q5472402,,,,Fort Worth Meacham International Airport,,,,,,,,Fort Worth Meacham国際空港,,,,,,,,,沃斯堡Meacham國際機場,4,1159119485,-97.35513,32.82075
7,Airport,mid,JAGS McCartney Int'l,GDT,terminal,MBGT,GDT,http://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,15.00000,,Q2902808,,,Flughafen Grand Turk,JAGS McCartney International Airport,Aeropuerto Internacional JAGS McCartney,,,,,,,JAGSマッカートニー国際空港,,,Port lotniczy JAGS McCartney,,Гранд-Терк,,,,JAGS麥卡特尼國際機場,4,1159119503,-71.14613,21.44212
7,Airport,mid,Scholes Int'l,GLS,terminal,KGLS,GLS,http://en.wikipedia.org/wiki/Scholes_International_Airport_at_Galveston,15.00000,,Q6587665,,,,Scholes International Airport at Galveston,,,,,,,,,,,,,,,,,加爾維斯敦的Scholes國際機場,4,1159119521,-94.85540,29.26712
7,Airport,mid,Goma Int'l,GOM,terminal,FZNA,GOM,http://en.wikipedia.org/wiki/Goma_International_Airport,15.00000,,Q2564541,,,Flughafen Goma,Goma International Airport,Aeropuerto de Goma,aéroport international de Goma,,,,Bandar Udara Internasional Goma,,ゴマ国際空港,,Luchthaven Goma Internationaal,Port lotniczy Goma,,,Goma,,Sân bay quốc tế Goma,戈馬國際機場,4,1159119539,29.24005,-1.65832
7,Airport,mid,Garoua Int'l,GOU,terminal,FKKR,GOU,http://en.wikipedia.org/wiki/Garoua_International_Airport,15.00000,,Q2161272,,,Flughafen Garoua,Garoua International Airport,Aeropuerto Internacional de Garoua,aéroport international de Garoua,,,,Bandar Udara Internasional Garoua,Aeroporto di Garoua,ガルア国際空港,,Luchthaven Garoua Internationaal,Port lotniczy Garoua,,,,,,加魯阿國際機場,4,1159119557,13.37243,9.33069
7,Airport,major,Antonio B. Won Pat Int'l,GUM,terminal,PGUM,GUM,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,15.00000,,Q1136355,مطار غوام,,Flughafen Antonio B. Won Pat,Antonio B. Won Pat International Airport,Aeropuerto Internacional Antonio B. Won Pat,aéroport international Antonio-B.-Won-Pat de Guam,,,,Bandar Udara Internasional Antonio B. Won Pat,Aeroporto Internazionale Antonio B. Won Pat,グアム国際空港,안토니오 비 원 팻 국제공항,Luchthaven Antonio B. Won Pat,Port lotniczy Antonio B. Won Pat,,Гуам,Antonio B. Won Pat International Airport,,Sân bay quốc tế Antonio B. Won Pat,安東尼奧·汪帕特國際機場,4,1159119575,144.80585,13.49265
7,Airport,mid,Gary/Chicago Int'l,GYY,terminal,KGYY,GYY,http://en.wikipedia.org/wiki/Gary/Chicago_International_Airport,15.00000,,Q1431348,,,Gary/Chicago International Airport,Gary/Chicago International Airport,,aéroport international de Gary/Chicago,,,,,,ゲーリー・シカゴ国際空港,,,,,,,,,加里/芝加哥國際機場,4,1159119593,-87.40836,41.61779
7,Airport,mid,Prince Said Ibrahim Int'l,HAH,terminal,FMCH,HAH,http://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport,15.00000,,Q653299,مطار الأمير سعيد إبراهيم الدولي,,Prince Said Ibrahim International Airport,Prince Said Ibrahim International Airport,Aeropuerto Internacional Príncipe Said Ibrahim,aéroport international Prince Saïd Ibrahim,,,,Bandar Udara Internasional Prince Said Ibrahim,Aeroporto di Moroni-Principe Saïd Ibrahim,プリンス・サイード・イブラヒーム国際空港,,Luchthaven Prins Said Ibrahim,Port lotniczy Moroni,Aeroporto Internacional Príncipe Said Ibrahim,,Prince Said Ibrahim International Airport,,Sân bay quốc tế Prince Said Ibrahim,赛义德·易卜拉欣王子国际机场,4,1159119611,43.27456,-11.53664
7,Airport,mid,Hobart Int'l,HBA,terminal,YMHB,HBA,http://en.wikipedia.org/wiki/Hobart_International_Airport,15.00000,,Q15498,,,Hobart International Airport,Hobart International Airport,Aeropuerto Internacional de Hobart,Hobart International Airport,,,,Bandar Udara Internasional Hobart,aeroporto Internazionale di Hobart,ホバート国際空港,호바트 국제공항,Hobart International Airport,Międzynarodowy port lotniczy Hobart,Aeroporto Internacional de Hobart,Хобарт,Hobart International Airport,,Sân bay quốc tế Hobart,霍巴特國際機場,4,1159119629,147.50600,-42.83761
7,Airport,mid,Honiara Int'l,HIR,terminal,AGGH,HIR,http://en.wikipedia.org/wiki/Honiara_International_Airport,15.00000,,Q859876,,,Flughafen Honiara,Honiara International Airport,Aeropuerto Internacional Guadalcanal,aéroport international de Honiara,,,,,Aeroporto Internazionale di Honiara,ホニアラ国際空港,호니아라 국제공항,Honiara International Airport,Port lotniczy Honiara,Aeroporto Internacional de Honiara,Хониара,Honiara International Airport,,,霍尼亞拉國際機場,4,1159119647,160.04586,-9.42758
7,Airport,mid,Kiev Zhuliany Int'l,IEV,terminal,UKKK,IEV,http://en.wikipedia.org/wiki/Kiev_International_Airport,15.00000,,Q939543,مطار كييف جولياني الدولي,,Flughafen Kiew-Schuljany,Kyiv Zhuliany International Airport,,aéroport international de Kiev,,,Kijevi nemzetközi repülőtér,Bandar Udara Internasional Zhuliany Kiev,Aeroporto di Kiev-Žuljany,キエフ・ジュリャーヌィ国際空港,,Kyiv Zhuliany International Airport,Port lotniczy Kijów-Żuliany,,Киев,Kiev Zjuljany flygplats,,Sân bay Zhulyany Kiev,基輔國際機場,4,1159119661,30.44513,50.41281
7,Airport,mid and military,Irkutsk S.E.,IKT,terminal,UIII,IKT,http://en.wikipedia.org/wiki/Irkutsk_Airport,15.00000,,Q1431564,,,Flughafen Irkutsk,International Airport Irkutsk,Aeropuerto Internacional de Irkutsk,aéroport international d'Irkoutsk,,,,Bandar Udara Internasional Irkutsk,Aeroporto di Irkutsk,イルクーツク国際空港,이르쿠츠크 국제공항,Luchthaven Irkoetsk,Port lotniczy Irkuck,,Иркутск,,,Sân bay quốc tế Irkutsk,伊爾庫茨克國際機場,4,1159119677,104.35586,52.27289
7,Airport,major,Indianapolis Int'l,IND,terminal,KIND,IND,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,15.00000,,Q1156865,مطار إنديانابوليس الدولي,ইন্ডিয়ানাপোলিস আন্তর্জাতিক বিমানবন্দর,Indianapolis International Airport,Indianapolis International Airport,Aeropuerto Internacional de Indianápolis,aéroport international d'Indianapolis,,,,Bandar Udara Internasional Indianapolis,Aeroporto Internazionale di Indianapolis,インディアナポリス国際空港,인디애나폴리스 국제공항,Indianapolis International Airport,Port lotniczy Indianapolis,,,,,Sân bay quốc tế Indianapolis,印第安纳波利斯国际机场,4,1159119691,-86.27340,39.73020
7,Airport,mid,Nauru Int'l,INU,runway,ANYN,INU,http://en.wikipedia.org/wiki/Nauru_International_Airport,15.00000,,Q534251,مطار ناورو الدولي,,Flughafen Nauru,Nauru International Airport,Aeropuerto Internacional de Nauru,aéroport international de Nauru,,,Naurui nemzetközi repülőtér,Bandar Udara Internasional Nauru,Aeroporto Internazionale di Nauru,ナウル国際空港,나우루 국제공항,Internationale Luchthaven Nauru,Port lotniczy Nauru,Aeroporto Internacional de Nauru,Науру,Nauru International Airport,,Sân bay quốc tế Nauru,諾魯國際機場,4,1159119715,166.91614,-0.54504
7,Airport,mid,Mataveri Int'l,IPC,terminal,SCIP,IPC,http://en.wikipedia.org/wiki/Mataveri_International_Airport,15.00000,,Q1070747,,,,Mataveri International Airport,Aeropuerto Internacional Mataveri,aéroport international Mataveri,,,Mataveri nemzetközi repülőtér,Bandar Udara Internasional Mataveri,Aeroporto Internazionale di Mataveri,マタベリ国際空港,마타베리 국제공항,Mataveri International Airport,Port lotniczy Mataveri,Aeroporto Internacional Mataveri,Матавери,Mataveri International Airport,,Sân bay quốc tế Mataveri,马塔维里国际机场,4,1159119731,-109.43006,-27.15877
7,Airport,mid,Gob. Horacio Guzman Int'l,JUJ,terminal,SASJ,JUJ,http://en.wikipedia.org/wiki/Gobernador_Horacio_Guzm%C3%A1n_International_Airport,15.00000,,Q1927818,,,,Gobernador Horacio Guzmán International Airport,Aeropuerto Internacional Gobernador Horacio Guzmán,,,,,,,ゴベルナドル・オラシオ・グスマン国際空港,,,Port lotniczy Gobernador Horacio Guzman,Aeroporto Internacional Gobernador Horacio Guzmán,,Gobernador Horacio Guzmán International Airport,,Sân bay quốc tế Gobernador Horacio Guzmán,,4,1159119751,-65.09377,-24.38610
7,Airport,mid,Nanchang Changbei Int'l,KHN,terminal,ZSCN,KHN,http://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,15.00000,,Q1375451,مطار نانتشانغ تشانغبى الدولي,,,Nanchang Changbei International Airport,,aéroport international de Nanchang Changbei,,,,Bandar Udara Internasional Changbei Nanchang,,南昌昌北国際空港,난창 창베이 국제공항,Nanchang Changbei International Airport,Port lotniczy Nanchang-Changbei,,,Nanchang Changbei International Airport,,Sân bay quốc tế Xương Bắc Nam Xương,南昌昌北国际机场,4,1159119767,115.91198,28.86249
7,Airport,major,Kunming Wujiaba Int'l,KMG,terminal,ZPPP,KMG,http://en.wikipedia.org/wiki/Kunming_Wujiaba_International_Airport,15.00000,,Q1190274,مطار كونمينغ وجيابا الدولي,,Kunming Wujiaba International Airport,Kunming Wujiaba International Airport,Kunming Wujiaba,Kunming Wujiaba International Airport,,,,,Kunming Wujiaba,昆明巫家ハ国際空港,쿤밍 우자바 국제공항,Kunming Wujiaba International Airport,Port lotniczy Kunming-Wujiaba,Aeroporto Internacional de Kunming Wujiaba,,,,Sân bay quốc tế Vu Gia Bá,昆明巫家坝国际机场,4,1159119791,102.74212,25.00000
7,Airport,major,Leeds Bradford,LBA,terminal,EGNM,LBA,http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,15.00000,,Q8699,,,Leeds Bradford International Airport,Leeds Bradford International Airport,Aeropuerto Internacional de Leeds Bradford,aéroport international de Leeds-Bradford,,,,,Aeroporto di Leeds-Bradford,リーズ・ブラッドフォード空港,,Leeds Bradford International Airport,Port lotniczy Leeds/Bradford,Aeroporto Internacional de Leeds Bradford,Лидс-Брэдфорд,Leeds Bradford International Airport,,Sân bay quốc tế Leeds Bradford,里茲/布拉福,4,1159119807,-1.65983,53.86908
7,Airport,mid,Libreville Leon M'ba Int'l,LBV,terminal,FOOL,LBV,http://en.wikipedia.org/wiki/Libreville_International_Airport,15.00000,,Q420847,مطار ليبرفيل الدولي,,Flughafen Libreville Leon M'ba,Libreville International Airport,Aeropuerto Internacional de Libreville-Leon M'ba,aéroport international Léon Mba,,,,Bandar Udara Internasional Libreville,Aeroporto di Libreville-Léon M'Ba,リーブルヴィル国際空港,,Luchthaven Libreville Internationaal,Port lotniczy Libreville,Aeroporto Internacional Léon-Mba,,Libreville,Libreville Leon M'ba Uluslararası Havalimanı,Sân bay quốc tế Libreville,利伯維爾國際機場,4,1159119827,9.41022,0.45714
7,Airport,mid,Lomé Tokoin,LFW,terminal,DXXX,LFW,http://en.wikipedia.org/wiki/Lom%C3%A9-Tokoin_Airport,15.00000,,Q1431925,مطار لومي,,Flughafen Lomé,Lomé-Tokoin Airport,Aeropuerto de Lomé-Tokoin,aéroport international de Lomé-Tokoin,,,Lomé-Tokoin nemzetközi repülőtér,,Aeroporto Internazionale di Lomé-Gnassingbé Eyadéma,ロメ空港,,Lomé-Tokoin Airport,Port lotniczy Lomé,Aeroporto Internacional de Lomé-Tokoin,Ломе — Токуэн,,Gnassingbé Eyadéma Uluslararası Havalimanı,Sân bay Lomé-Tokoin,纳辛贝·埃亚德马国际机场,4,1159119841,1.25093,6.16687
7,Airport,mid and military,Lviv Danylo Halytskyi Int'l,LWO,runway,UKLL,LWO,http://en.wikipedia.org/wiki/Lviv_International_Airport,15.00000,,Q282909,,,Flughafen Lwiw,Lviv Danylo Halytskyi International Airport,Aeropuerto Internacional de Leópolis,aéroport international de Lviv,,,Lviv-Danilo Halickij nemzetközi repülőtér,,Aeroporto di Leopoli,リヴィウ国際空港,,Lviv Danylo Halytskyi International Airport,Port lotniczy Lwów,Aeroporto Internacional de Lviv Danylo Halytskyi,Львов,,,Sân bay quốc tế Lviv,利維夫機場,4,1159119861,23.94613,49.81785
7,Airport,mid,Marshall Islands Int'l,MAJ,terminal,PKMJ,MAJ,http://en.wikipedia.org/wiki/Marshall_Islands_International_Airport,15.00000,,Q650373,,,Flughafen Marshallinseln,Marshall Islands International Airport,Aeropuerto Internacional Amata Kabua,aéroport international des îles Marshall,,,,,Aeroporto di Majuro,マジュロ国際空港,,Marshall Islands International Airport,Port lotniczy Wyspy Marshalla,,,Amata Kabua International Airport,,Sân bay quốc tế Quần đảo Marshall,馬紹爾群島國際機場,4,1159119881,171.28192,7.06812
7,Airport,major,Macau Int'l,MFM,terminal,VMMC,MFM,http://en.wikipedia.org/wiki/Macau_International_Airport,15.00000,,Q525486,مطار ماكاو الدولي,,Flughafen Macao,Macau International Airport,Aeropuerto Internacional de Macao,aéroport international de Macao,,,Makaói nemzetközi repülőtér,Bandar Udara Internasional Makau,Aeroporto Internazionale di Macao,マカオ国際空港,마카오 국제공항,Luchthaven Macau,Port lotniczy Makau,Aeroporto Internacional de Macau,Макао,Macau International Airport,Makao Uluslararası Havalimanı,Sân bay quốc tế Ma Cao,澳門國際機場,4,1159119897,113.57451,22.15766
7,Airport,mid,Aden Adde Int'l,MGQ,runway,HCMM,MGQ,http://en.wikipedia.org/wiki/Aden_Adde_International_Airport,15.00000,,Q1119032,مطار آدم عدي الدولي,,Flughafen Mogadischu,Aden Adde International Airport,Aeropuerto Internacional Aden Adde,aéroport international de Mogadiscio,,,,Bandar Udara Internasional Aden Adde,Aeroporto Internazionale Aden Adde,アデン・アッデ国際空港,,Aden Adde International Airport,Port lotniczy Mogadiszu,Aeroporto Internacional Aden Adde,,,Aden Adde Uluslararası Havalimanı,Sân bay quốc tế Aden Adde,亚丁·阿德国际机场,4,1159119917,45.30364,2.01635
7,Airport,mid,Maputo Int'l,MPM,terminal,FQMA,MPM,http://en.wikipedia.org/wiki/Maputo_International_Airport,15.00000,,Q1022397,,,Flughafen Maputo,Maputo International Airport,Aeropuerto Internacional de Maputo,aéroport international de Maputo,,,,Bandar Udara Internasional Maputo,Aeroporto di Maputo,マプト国際空港,,Luchthaven Maputo,Port lotniczy Maputo,Aeroporto Internacional de Maputo,,,Maputo Uluslararası Havalimanı,Sân bay quốc tế Maputo,马普托国际机场,4,1159119939,32.57419,-25.92428
7,Airport,mid,Sir Seewoosagur Ramgoolam Int'l,MRU,terminal,FIMP,MRU,http://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,15.00000,,Q36460,مطار سير سيووساغور رامغولام الدولي,,Flughafen Mauritius,Sir Seewoosagur Ramgoolam International Airport,Aeropuerto Internacional Sir Seewoosagur Ramgoolam,aéroport international Sir Seewoosagur Ramgoolam,,सर शिवसागर रामगुलाम अन्तर्राष्ट्रीय विमानक्षेत्र,Sir Seewoosagur Ramgoolam nemzetközi repülőtér,Bandar Udara Internasional Sir Seewoosagur Ramgoolam,Aeroporto Internazionale Sir Seewoosagur Ramgoolam,サー・シウサガル・ラングーラム国際空港,시우 사구르 람룰람경 국제공항,Sir Seewoosagur Ramgoolam International Airport,Port lotniczy Mauritius,Aeroporto Internacional Sir Seewoosagur Ramgoolam,Международный аэропорт имени сэра Сивусагара Рамгулама,Sir Seewoosagur Ramgoolam International Airport,,Sân bay quốc tế Sir Seewoosagur Ramgoolam,西沃萨古尔·拉姆古兰爵士国际机场,4,1159119951,57.67699,-20.43176
7,Airport,major,Naples Int'l,NAP,terminal,LIRN,NAP,http://en.wikipedia.org/wiki/Naples_International_Airport,15.00000,,Q849383,مطار نابولي,,Flughafen Neapel,Naples International Airport,Aeropuerto de Nápoles-Capodichino,aéroport de Naples-Capodichino,,,Nápolyi nemzetközi repülőtér,Bandar Udara Napoli-Capodichino,Aeroporto di Napoli-Capodichino,ナポリ・カポディキーノ国際空港,,Luchthaven Napels,Port lotniczy Neapol,,Неаполь,,,Sân bay quốc tế Napoli,那不勒斯國際機場,4,1159119971,14.28284,40.87807
7,Airport,mid,Nouadhibou Int'l,NDB,ramp,GQPP,NDB,http://en.wikipedia.org/wiki/Nouadhibou_International_Airport,15.00000,,Q2671152,مطار نواذيبو الدولي,,,Nouadhibou International Airport,Aeropuerto Internacional de Nouadhibou,Aéroport de Nouadhibou,,,,Bandar Udara Internasional Nouadhibou,Aeroporto di Nouadhibou,ヌアディブ国際空港,,Nouadhibou International Airport,Port lotniczy Nawazibu,,Нуадибу,Nouadhibou Airport,,Sân bay quốc tế Nouadhibou,努瓦迪布国际机场,4,1159119989,-17.03344,20.92905
7,Airport,major,Ningbo Lishe Int'l,NGB,terminal,ZSNB,NGB,http://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,15.00000,,Q3243622,مطار نينغبو ليش الدولي,,,Ningbo Lishe International Airport,,aéroport international de Ningbo Lishe,,,,Bandar Udara Internasional Lishe Ningbo,,寧波櫟社国際空港,닝보 리서 국제공항,Ningbo Lishe International Airport,Port lotniczy Ningbo-Lishe,,,Ningbo Lishe International Airport,,Sân bay quốc tế Lịch Xã Ninh Ba,寧波櫟社國際機場,4,1159120005,121.46182,29.82082
7,Airport,mid,Nouakchott Int'l,NKC,terminal,GQNN,NKC,http://en.wikipedia.org/wiki/Nouakchott_International_Airport,15.00000,"CHANGED"" The airport opened in June 2016 as the replacement for Nouakchott International Airport.""  !!!modify the GPS!!!  https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport",Q25337089,مطار نواكشوط الدولي,,Flughafen Nouakchott-Oumtounsy,Nouakchott–Oumtounsy International Airport,,aéroport international de Nouakchott-Oumtounsy,,,,,,ヌアクショット・オムタウンシー国際空港,,,,Aeroporto Internacional Nouakchott-Oumtounsy,,,,,諾克少,5,1159120023,-15.95193,18.09792
7,Airport,mid,La Tontouta Int'l,NOU,terminal,NWWW,NOU,http://en.wikipedia.org/wiki/La_Tontouta_International_Airport,15.00000,,Q892783,,,Flughafen La Tontouta,La Tontouta International Airport,Aeropuerto Internacional La Tontouta,aéroport international de Nouméa - La Tontouta,,,,Bandar Udara Internasional La Tontouta,Aeroporto di Nouméa-La Tontouta,ヌメア国際空港,누메아 라 톤투타 국제공항,La Tontouta International Airport,Port lotniczy Numea-La Tontouta,Aeroporto Internacional de La Tontouta,Ла-Тонтута,,,Sân bay Quốc tế La Tontouta,努美阿國際機場,4,1159120041,166.21723,-22.01364
7,Airport,major,Oakland Int'l,OAK,terminal,KOAK,OAK,http://en.wikipedia.org/wiki/Oakland_International_Airport,15.00000,,Q1165584,مطار أوكلاند الدولي,,Oakland International Airport,Oakland International Airport,Aeropuerto Internacional de Oakland,aéroport international d'Oakland,,,,Bandar Udara Internasional Oakland,Aeroporto Internazionale di Oakland,オークランド国際空港,,Internationale luchthaven van Oakland,Port lotniczy Oakland,Aeroporto Internacional de Oakland,,Oakland International Airport,,Sân bay quốc tế Oakland,奧克蘭國際機場,4,1159120059,-122.21326,37.71230
