scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id,lon,lat
3,Airport,major,Fairbanks Int'l,FAI,terminal,PAFA,FAI,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,75.00000,,Q1431295,,,Flughafen Fairbanks,Fairbanks International Airport,Aeropuerto Internacional de Fairbanks,,,,,Bandar Udara Internasional Fairbanks,,フェアバンクス国際空港,,,Port lotniczy Fairbanks,,Фэрбенкс,Fairbanks International Airport,,Sân bay quốc tế Fairbanks,费尔班克斯国际机场,4,1159126959,-147.86572,64.81810
3,Airport,major,Hamburg,HAM,terminal,EDDH,HAM,http://en.wikipedia.org/wiki/Hamburg_Airport,75.00000,,Q27706,مطار هامبورغ,হামবুর্গ বিমানবন্দর,Flughafen Hamburg,Hamburg Airport,Aeropuerto de Hamburgo-Fuhlsbüttel,aéroport de Hambourg,Αεροδρόμιο του Αμβούργου,,Hamburgi repülőtér,Bandar Udara Internasional Hamburg,aeroporto di Amburgo-Fuhlsbüttel,ハンブルク国際空港,함부르크 공항,Luchthaven Hamburg,Port lotniczy Hamburg-Fuhlsbüttel,Aeroporto de Hamburgo,Гамбург,Hamburgs flygplats,Hamburg Havalimanı,Sân bay Hamburg,汉堡机场,4,1159126973,10.00565,53.63200
3,Airport,major,Kuala Lumpur Int'l,KUL,terminal,WMKK,KUL,http://en.wikipedia.org/wiki/Kuala_Lumpur_International_Airport,75.00000,,Q500253,مطار كوالالمبور الدولي,কুয়ালালামপুর আন্তর্জাতিক বিমানবন্দর,Flughafen Kuala Lumpur,Kuala Lumpur International Airport,Aeropuerto Internacional de Kuala Lumpur,aéroport international de Kuala Lumpur,Διεθνές αεροδρόμιο Κουάλα Λουμπούρ,,,Bandar Udara Internasional Kuala Lumpur,Aeroporto Internazionale di Kuala Lumpur,クアラルンプール国際空港,쿠알라룸푸르 국제공항,Kuala Lumpur International Airport,Port lotniczy Kuala Lumpur,Aeroporto Internacional de Kuala Lumpur,Куала-Лумпур,Kuala Lumpur International Airport,Kuala Lumpur Uluslararası Havalimanı,Sân bay quốc tế Kuala Lumpur,吉隆坡国际机场,4,1159126985,101.71389,2.74751
3,Airport,major,Mccarran Int'l,LAS,terminal,KLAS,LAS,http://en.wikipedia.org/wiki/McCarran_International_Airport,75.00000,,Q853886,مطار ماكاران الدولي,,Flughafen McCarran International,McCarran International Airport,Aeropuerto Internacional McCarran,aéroport international McCarran,,,,Bandar Udara Internasional McCarran,Aeroporto Internazionale McCarran,マッカラン国際空港,매캐런 국제공항,McCarran International Airport,Port lotniczy Las Vegas-McCarran,Aeroporto Internacional de Las Vegas,Международный аэропорт Маккаран,McCarran International Airport,McCarran Uluslararası Havalimanı,Sân bay quốc tế McCarran,麦卡伦国际机场,4,1159126995,-115.15132,36.08496
3,Airport,major,Orlando Int'l,MCO,terminal,KMCO,MCO,http://en.wikipedia.org/wiki/Orlando_International_Airport,75.00000,,Q929859,مطار أورلاندو الدولي,,Orlando International Airport,Orlando International Airport,Aeropuerto Internacional de Orlando,aéroport international d'Orlando,,,,Bandara Internasional Orlando,Aeroporto Internazionale di Orlando,オーランド国際空港,올랜도 국제공항,Orlando International Airport,Port lotniczy Orlando,Aeroporto Internacional de Orlando,Орландо,Orlando International Airport,,Sân bay quốc tế Orlando,奥兰多国际机场,4,1159127009,-81.30737,28.43115
3,Airport,major,Minneapolis St. Paul Int'l,MSP,terminal,KMSP,MSP,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,75.00000,,Q875749,مطار مينابوليس-سنت بول الدولي,,Minneapolis-Saint Paul International Airport,Minneapolis–Saint Paul International Airport,Aeropuerto Internacional de Mineápolis-Saint Paul,aéroport international de Minneapolis-Saint-Paul,,,,Bandar Udara Internasional Minneapolis-Saint Paul,Aeroporto Internazionale di Minneapolis-Saint Paul,ミネアポリス・セントポール国際空港,미니애폴리스 세인트폴 국제공항,Internationale luchthaven Minneapolis-Saint Paul,Port lotniczy Minneapolis-St. Paul,Aeroporto Internacional de Minneapolis-Saint Paul,Международный аэропорт Миннеаполис/Сент-Пол,Minneapolis-Saint Paul International Airport,,Sân bay quốc tế Minneapolis−Saint Paul,明尼阿波利斯－圣保罗国际机场,4,1159127027,-93.20810,44.88203
3,Airport,major,Franz-Josef-Strauss,MUC,terminal,EDDM,MUC,http://en.wikipedia.org/wiki/Munich_International_Airport,75.00000,,Q131402,مطار ميونخ الدولي,মিউনিখ বিমানবন্দর,Flughafen München,Munich Airport,Aeropuerto Internacional de Múnich-Franz Josef Strauss,aéroport international Franz-Josef-Strauss de Munich,,,Müncheni repülőtér,Bandar Udara München,Aeroporto di Monaco di Baviera,ミュンヘン国際空港,뮌헨 국제공항,Luchthaven München,Port lotniczy Monachium,Aeroporto de Munique-Franz Josef Strauss,Мюнхен,Flughafen München Franz Josef Strauss,Münih Franz Josef Strauss Havalimanı,Sân bay quốc tế München Franz Josef Strauss,慕尼黑机场,4,1159127035,11.78806,48.35384
3,Airport,major,Philadelphia Int'l,PHL,terminal,KPHL,PHL,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,75.00000,,Q512128,مطار فيلادلفيا الدولي,ফিলাডেলফিয়া আন্তর্জাতিক বিমানবন্দর,Flughafen Philadelphia,Philadelphia International Airport,Aeropuerto Internacional de Filadelfia,aéroport international de Philadelphie,,,,Bandar Udara Internasional Philadelphia,Aeroporto Internazionale di Filadelfia,フィラデルフィア国際空港,필라델피아 국제공항,Philadelphia International Airport,Port lotniczy Filadelfia,Aeroporto Internacional de Filadélfia,Международный аэропорт Филадельфии,Philadelphia International Airport,,Sân bay quốc tế Philadelphia,費城國際機場,4,1159127049,-75.24299,39.87609
3,Airport,major,Sky Harbor Int'l,PHX,terminal,KPHX,PHX,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,75.00000,,Q912916,مطار فينيكس سكاي هاربر الدولي,,Phoenix Sky Harbor International Airport,Phoenix Sky Harbor International Airport,Aeropuerto Internacional Sky Harbor,aéroport international Sky Harbor de Phoenix,,,,Bandar Udara Internasional Sky Harbor Phoenix,Aeroporto Internazionale di Phoenix-Sky Harbor,フェニックス・スカイハーバー国際空港,피닉스 스카이 하버 국제공항,Phoenix Sky Harbor International Airport,port lotniczy Phoenix-Sky Harbor,Aeroporto Internacional de Phoenix Sky Harbor,Финикс Скай-Харбор,Phoenix Sky Harbor International Airport,Phoenix Sky Harbor Uluslararası Havalimanı,Sân bay quốc tế Phoenix Sky Harbor,鳳凰城天港國際機場,4,1159127063,-112.01364,33.43586
3,Airport,major,Salt Lake City Int'l,SLC,terminal,KSLC,SLC,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,75.00000,,Q526488,مطار سولت لايك سيتي الدولي,,Salt Lake City International Airport,Salt Lake City International Airport,Aeropuerto Internacional de Salt Lake City,aéroport international de Salt Lake City,,,,Bandar Udara Internasional Salt Lake City,Aeroporto Internazionale di Salt Lake City,ソルトレイクシティ国際空港,솔트레이크시티 국제공항,Salt Lake City International Airport,Port lotniczy Salt Lake City,Aeroporto Internacional de Salt Lake City,Солт-Лейк-Сити,Salt Lake City International Airport,,Sân bay quốc tế Thành phố Salt Lake,鹽湖城國際機場,4,1159127079,-111.98198,40.78673
3,Airport,major,Lambert St Louis Int'l,STL,terminal,KSTL,STL,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,75.00000,,Q1425838,مطار سانت لويس الدولي,,Flughafen St. Louis,Lambert–St. Louis International Airport,Aeropuerto Internacional Lambert,aéroport international de Lambert-Saint-Louis,,,,,Aeroporto Internazionale Lambert-St. Louis,ランバート・セントルイス国際空港,,Lambert–St. Louis International Airport,Port lotniczy Saint Louis-Lambert,Aeroporto Internacional de Lambert–St. Louis,Аэропорт Сент-Луис Ламберт,Lambert-St. Louis International Airport,,Sân bay quốc tế Lambert-St. Louis,兰伯特－圣路易斯国际机场,4,1159127093,-90.36595,38.74272
3,Airport,major,Okecie Int'l,WAW,terminal,EPWA,WAW,http://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,75.00000,,Q465071,مطار وارسو فريدريك شوبان,,Chopin-Flughafen Warschau,Warsaw Chopin Airport,Aeropuerto de Varsovia-Frédéric Chopin,aéroport de Varsovie-Chopin,,,Varsó Chopin repülőtér,Bandar Udara Frédéric Chopin Warsawa,Aeroporto di Varsavia-Chopin,ワルシャワ・ショパン空港,바르샤바 쇼팽 공항,Luchthaven Warschau Frédéric Chopin,Lotnisko Chopina w Warszawie,Aeroporto Frédéric Chopin de Varsóvia,Варшавский аэропорт имени Фредерика Шопена,Warszawa-Frédéric Chopin-flygplatsen,Varşova Chopin Havalimanı,Sân bay Frédéric Chopin Warszawa,华沙肖邦机场,4,1159127105,20.97273,52.17103
3,Airport,major,Zurich Int'l,ZRH,terminal,LSZH,ZRH,http://en.wikipedia.org/wiki/Z%C3%BCrich_Airport,75.00000,,Q15114,مطار زيورخ الدولي,জুরিখ বিমানবন্দর,Flughafen Zürich,Zurich Airport,Aeropuerto Internacional de Zúrich,aéroport international de Zurich,,,Zürichi repülőtér,Bandar Udara Internasional Zürich,aeroporto di Zurigo,チューリッヒ空港,취리히 공항,Luchthaven Zürich,Port lotniczy Zurych-Kloten,Aeroporto de Zurique,Цюрих,Zürich flygplats,Zürih Havalimanı,Sân bay Zürich,蘇黎世機場,4,1159127117,8.56221,47.45239
3,Airport,mid,Gosselies,CRL,terminal,EBCI,CRL,http://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,75.00000,,Q1431012,مطار بروكسل شارلروا الجنوب,,Flughafen Brüssel-Charleroi,Brussels South Charleroi Airport,Aeropuerto de Bruselas Sur,aéroport de Charleroi Bruxelles-Sud,,,,Bandar Udara Charleroi Brussel Selatan,Aeroporto di Charleroi-Bruxelles Sud,ブリュッセル・サウスシャルルロワ空港,,Brussels South Charleroi Airport,Port lotniczy Bruksela-Charleroi,,Брюссель-Шарлеруа,Brussels South Charleroi Airport,,,沙勒罗瓦－布鲁塞尔南机场,2,1159127129,4.45437,50.45713
3,Airport,major,Munich Freight Terminal,MUCf,freight,EDDMf,MUCf,http://en.wikipedia.org/wiki/Munich_Airport,75.00000,,Q131402,مطار ميونخ الدولي,মিউনিখ বিমানবন্দর,Flughafen München,Munich Airport,Aeropuerto Internacional de Múnich-Franz Josef Strauss,aéroport international Franz-Josef-Strauss de Munich,,,Müncheni repülőtér,Bandar Udara München,Aeroporto di Monaco di Baviera,ミュンヘン国際空港,뮌헨 국제공항,Luchthaven München,Port lotniczy Monachium,Aeroporto de Munique-Franz Josef Strauss,Мюнхен,Flughafen München Franz Josef Strauss,Münih Franz Josef Strauss Havalimanı,Sân bay quốc tế München Franz Josef Strauss,慕尼黑机场,4,1159127147,11.76948,48.34980
3,Airport,major,Barcelona,BCN,terminal,LEBL,BCN,http://en.wikipedia.org/wiki/Barcelona_International_Airport,75.00000,,Q56973,مطار برشلونة الدولي,,Flughafen Barcelona-El Prat,Barcelona–El Prat Airport,Aeropuerto de Barcelona-El Prat,aéroport international de Barcelone-El Prat,,,Barcelonai repülőtér,Bandar Udara Internasional Barcelona,Aeroporto di Barcellona,バルセロナ・エル・プラット国際空港,바르셀로나 엘프라트 공항,Internationale Luchthaven Barcelona,Port lotniczy Barcelona,Aeroporto de Barcelona-El Prat,Барселона — Эль-Прат,Barcelonas internationella flygplats,Barcelona Uluslararası Havalimanı,Sân bay Barcelona,巴塞罗那机场,4,1159127159,2.07800,41.30316
3,Airport,major,Ruzyn,PRG,terminal,LKPR,PRG,http://en.wikipedia.org/wiki/Ruzyn%C4%9B_International_Airport,75.00000,,Q99172,مطار فاكلاف هافيل الدولي,,Flughafen Prag,Prague Václav Havel Airport,Aeropuerto de Praga,aéroport de Prague-Václav-Havel,Διεθνής αερολιμένας Πράγας «Βάτσλαβ Χάβελ»,,Prága-Václav Havel repülőtér,Bandar Udara Internasional Ruzyně,Aeroporto di Praga-Ruzyně,ルズィニエ国際空港,프라하 루지네 국제공항,Luchthaven Praag-Ruzyně,Port lotniczy Praga-Ruzyně,Aeroporto Internacional Ruzyne,Пражский аэропорт имени Вацлава Гавела,Václav Havel flygplats Prag,Václav Havel Havalimanı,Sân bay quốc tế Ruzyně,布拉格魯濟涅國際機場,4,1159127171,14.26748,50.10765
2,Airport,major,Hong Kong Int'l,HKG,terminal,VHHH,HKG,http://en.wikipedia.org/wiki/Hong_Kong_International_Airport,150.00000,,Q17704,مطار هونغ كونغ الدولي,হংকং আন্তর্জাতিক বিমানবন্দর,Hong Kong International Airport,Hong Kong International Airport,Aeropuerto Internacional de Hong Kong,aéroport international de Hong Kong,,हांगकांग अन्तर्राष्ट्रीय विमानक्षेत्र,Hongkongi nemzetközi repülőtér,Bandar Udara Internasional Hong Kong,aeroporto internazionale di Hong Kong,香港国際空港,홍콩 국제공항,Luchthaven Hongkong,Port lotniczy Hongkong,Aeroporto Internacional de Hong Kong,Чхеклапкок,Hong Kong International Airport,Hong Kong Uluslararası Havalimanı,Sân bay quốc tế Hồng Kông,香港國際機場,4,1159127187,113.93502,22.31533
2,Airport,major,Taoyuan,TPE,terminal,RCTP,TPE,http://en.wikipedia.org/wiki/Taiwan_Taoyuan_International_Airport,150.00000,,Q44856,مطار تايوان تاويوان الدولي,,Flughafen Taiwan Taoyuan,Taoyuan International Airport,Aeropuerto Internacional de Taiwán Taoyuan,aéroport international Taiwan Taoyuan,,ताइवान ताओयुआन अन्तर्राष्ट्रीय विमानक्षेत्र,Taojüan nemzetközi repülőtér,Bandar Udara Internasional Taoyuan Taiwan,Aeroporto di Taipei-Taoyuan,台湾桃園国際空港,타이완 타오위안 국제공항,Internationale luchthaven Taiwan Taoyuan,Port lotniczy Tajpej-Taiwan Taoyuan,Aeroporto Internacional Chiang Kai-shek,Тайвань-Таоюань,Taiwan Taoyuan Internationella Flygplats,Tayvan Taoyuan Uluslararası Havalimanı,Sân bay quốc tế Đào Viên Đài Loan,臺灣桃園國際機場,4,1159127201,121.23137,25.07674
2,Airport,major,Schiphol,AMS,terminal,EHAM,AMS,http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport,150.00000,,Q9694,مطار سخيبول أمستردام,,Flughafen Schiphol,Amsterdam Airport Schiphol,Aeropuerto de Ámsterdam-Schiphol,aéroport d'Amsterdam-Schiphol,Διεθνές Αεροδρόμιο Σκίπχολ,शिफोल हवाई अड्डा,Schiphol repülőtér,Bandar Udara Internasional Schiphol,aeroporto di Amsterdam-Schiphol,スキポール空港,스히폴 국제공항,Luchthaven Schiphol,Port lotniczy Amsterdam-Schiphol,Aeroporto de Amsterdão Schiphol,Схипхол,Amsterdam-Schiphol-flygplatsen,Amsterdam Schiphol Havalimanı,Sân bay Amsterdam Schiphol,阿姆斯特丹史基浦機場,2,1159127211,4.76438,52.30893
2,Airport,major,Singapore Changi,SIN,terminal,WSSS,SIN,http://en.wikipedia.org/wiki/Singapore_Changi_Airport,150.00000,,Q32159,مطار شانغي سنغافورة,সিঙ্গাপুর চাঙ্গি বিমানবন্দর,Flughafen Singapur,Singapore Changi Airport,Aeropuerto Internacional de Singapur,aéroport Changi de Singapour,,सिंगापुर चांगी अन्तर्राष्ट्रीय विमानक्षेत्र,Szingapúr-Changi repülőtér,Bandar Udara Internasional Changi Singapura,Aeroporto Internazionale di Singapore Changi,シンガポール・チャンギ国際空港,싱가포르 창이 국제공항,Internationale luchthaven Changi,Port lotniczy Singapur-Changi,Aeroporto de Singapura,Чанги,Singapore Changi Airport,Singapur Changi Havalimanı,Sân bay quốc tế Singapore Changi,新加坡樟宜机场,4,1159127223,103.98641,1.35616
2,Airport,major,London Heathrow,LHR,parking,EGLL,LHR,http://en.wikipedia.org/wiki/London_Heathrow_Airport,150.00000,,Q8691,مطار لندن هيثرو,লন্ডন হিথ্রো বিমানবন্দর,Flughafen London Heathrow,Heathrow Airport,Aeropuerto de Londres-Heathrow,aéroport de Londres Heathrow,Διεθνές Αεροδρόμιο Χίθροου,लंदन हीथ्रो विमानक्षेत्र,London-Heathrow-i repülőtér,Bandar Udara Internasional London Heathrow,Aeroporto di Londra-Heathrow,ロンドン・ヒースロー空港,런던 히드로 공항,Luchthaven Londen Heathrow,Port lotniczy Londyn-Heathrow,Aeroporto de Londres Heathrow,Хитроу,London-Heathrow flygplats,Heathrow Havalimanı,Sân bay London Heathrow,伦敦希思罗机场,4,1159127237,-0.45316,51.47100
2,Airport,major,Auckland Int'l,AKL,terminal,NZAA,AKL,http://en.wikipedia.org/wiki/Auckland_International_Airport,150.00000,,Q45938,مطار أوكلاند الدولي,,Flughafen Auckland,Auckland Airport,Aeropuerto Internacional de Auckland,aéroport d'Auckland,,,,Bandar Udara Internasional Auckland,Aeroporto di Auckland,オークランド国際空港,오클랜드 국제공항,Luchthaven van Auckland,Port lotniczy Auckland,Aeroporto de Auckland,Окленд,Auckland International Airport,Auckland Havalimanı,Sân bay Auckland,奧克蘭機場,4,1159127251,174.79172,-37.00636
2,Airport,major,Anchorage Int'l,ANC,terminal,PALH,ANC,http://en.wikipedia.org/wiki/Lake_Hood_Seaplane_Base,150.00000,ok,Q767753,مطار تيد ستيفنز أنكوراج الدولي,,Flughafen Anchorage,Ted Stevens Anchorage International Airport,Aeropuerto Internacional Ted Stevens Anchorage,aéroport international d'Anchorage Ted-Stevens,Διεθνές Αεροδρόμιο του Άνκορεϊτζ «Τεντ Στίβενς»,,,Bandar Udara Internasional Ted Stevens Anchorage,Aeroporto Internazionale di Anchorage-Ted Stevens,テッド・スティーブンス・アンカレッジ国際空港,테드 스티븐스 앵커리지 국제공항,Internationale luchthaven Ted Stevens Anchorage,Port lotniczy Anchorage-Ted Stevens,Aeroporto Internacional Ted Stevens,Анкоридж,Ted Stevens Anchorage International Airport,,Sân bay quốc tế Ted Stevens Anchorage,泰德·史蒂文斯安克雷奇國際機場,5,1159127263,-149.98173,61.17289
2,Airport,major,Hartsfield-Jackson Atlanta Int'l,ATL,terminal,KATL,ATL,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,150.00000,,Q214861,مطار هارتسفيلد جاكسون,হার্টসফিল্ড-জ্যাকসন আটলান্টা আন্তর্জাতিক বিমানবন্দর,Hartsfield–Jackson Atlanta International Airport,Hartsfield–Jackson Atlanta International Airport,Aeropuerto Internacional Hartsfield-Jackson,aéroport international Hartsfield-Jackson d'Atlanta,,,Hartsfield–Jackson nemzetközi repülőtér,Bandar Udara Internasional Hartsfield–Jackson Atlanta,Aeroporto Internazionale di Atlanta-Hartsfield-Jackson,ハーツフィールド・ジャクソン・アトランタ国際空港,하츠필드 잭슨 애틀랜타 국제공항,Hartsfield-Jackson Atlanta International Airport,Port lotniczy Atlanta - Hartsfield-Jackson,Aeroporto Internacional de Atlanta Hartsfield-Jackson,Международный аэропорт Хартсфилд-Джексон Атланта,Hartsfield–Jackson Atlanta International Airport,Atlanta Uluslararası Havalimanı,Sân bay quốc tế Hartsfield-Jackson Atlanta,哈茨菲尔德－杰克逊亚特兰大国际机场,4,1159127283,-84.42540,33.64053
2,Airport,major,Beijing Capital,PEK,terminal,ZBAA,PEK,http://en.wikipedia.org/wiki/Beijing_Capital_International_Airport,150.00000,,Q32190,مطار بكين العاصمة الدولي,বেইজিং আন্তর্জাতিক বিমানবন্দর,Flughafen Peking,Beijing Capital International Airport,Aeropuerto Internacional de Pekín,aéroport international de Pékin,,बेइजिंग कैपिटल अन्तर्राष्ट्रीय विमानक्षेत्र,Pekingi nemzetközi repülőtér,Bandar Udara Internasional Ibu Kota Beijing,aeroporto internazionale di Pechino-Capital,北京首都国際空港,베이징 서우두 국제공항,Luchthaven Peking Capital,Port lotniczy Pekin,Aeroporto Internacional de Pequim,Шоуду,Beijing Capital International Airport,Pekin Havaalanı,Sân bay quốc tế Thủ Đô Bắc Kinh,北京首都国际机场,4,1159127293,116.58817,40.07877
2,Airport,major,Eldorado Int'l,BOG,terminal,SKBO,BOG,http://en.wikipedia.org/wiki/El_Dorado_International_Airport,150.00000,,Q201785,مطار إلدورادو الدولي,,Flughafen Bogotá,El Dorado International Airport,Aeropuerto Internacional El Dorado,aéroport international El Dorado,,,,Bandar Udara Internasional El Dorado,Aeroporto di Bogotà-El Dorado,エルドラド国際空港,엘도라도 국제공항,Internationale Luchthaven El Dorado,Port lotniczy Bogotá-El Dorado,Aeroporto Internacional El Dorado,Богота,El Dorado International Airport,El Dorado Uluslararası Havalimanı,Sân bay quốc tế El Dorado,埃尔多拉多国际机场,4,1159127303,-74.14337,4.69883
2,Airport,major,Chhatrapati Shivaji Int'l,BOM,terminal,VABB,BOM,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,150.00000,,Q504368,مطار تشاتراباتي شيفاجي الدولي,ছত্রপতি শিবাজী আন্তর্জাতিক বিমানবন্দর,Flughafen Mumbai,Chhatrapati Shivaji International Airport,Aeropuerto Internacional Chhatrapati Shivaji,aéroport international Chhatrapati-Shivaji,,छत्रपति शिवाजी अंतर्राष्ट्रीय विमानक्षेत्र,,Bandar Udara Internasional Chhatrapati Shivaji,Aeroporto di Mumbai,チャットラパティー・シヴァージー国際空港,차트라파티 시바지 국제공항,Chhatrapati Shivaji International Airport,Port lotniczy Chhatrapati Shivaji,Aeroporto Internacional de Chhatrapati Shivaji,Международный аэропорт имени Чатрапати Шиваджи,Chhatrapati Shivaji internationella flygplats,,Sân bay quốc tế Chhatrapati Shivaji,贾特拉帕蒂·希瓦吉国际机场,4,1159127317,72.87456,19.09510
2,Airport,major,Gen E L Logan Int'l,BOS,terminal,KBOS,BOS,http://en.wikipedia.org/wiki/Logan_International_Airport,150.00000,,Q671475,مطار لوجان الدولي,,Logan International Airport,Logan International Airport,Aeropuerto Internacional Logan,aéroport international Logan,,लोगान हवाई अड्डा,,Bandar Udara Internasional Logan,Aeroporto Internazionale Generale Edward Lawrence Logan,ジェネラル・エドワード・ローレンス・ローガン国際空港,로건 국제공항,Internationale luchthaven Boston,Port lotniczy Boston,Aeroporto Internacional de Boston,Логан,Logan International Airport,,Sân bay quốc tế Logan,爱德华·劳伦斯·洛根将军国际机场,4,1159127331,-71.01641,42.36657
2,Airport,major,Baltimore-Washington Int'l Thurgood Marshall,BWI,terminal,KBWI,BWI,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport,150.00000,,Q94895,مطار بالتيمور واشنطن الدولي,,Baltimore-Washington International Airport,Baltimore/Washington International Thurgood Marshall Airport,Aeropuerto Internacional de Baltimore-Washington,aéroport international Thurgood Marshall de Baltimore-Washington,,,,,Aeroporto Internazionale di Baltimora-Washington Thurgood Marshall,ボルチモア・ワシントン国際空港,볼티모어 워싱턴 서굿 마셜 국제공항,Baltimore/Washington International Thurgood Marshall Airport,Port lotniczy Baltimore/Waszyngton,Aeroporto Internacional de Baltimore-Washington Thurgood Marshall,Балтимор/Вашингтон,,,Sân bay quốc tế Baltimore-Washington Thurgood Marshall,巴尔的摩/华盛顿瑟古德·马歇尔国际机场,4,1159127345,-76.66864,39.17939
2,Airport,major,Cairo Int'l,CAI,terminal,HECA,CAI,http://en.wikipedia.org/wiki/Cairo_International_Airport,150.00000,,Q461793,ميناء القاهرة الجوي,,Flughafen Kairo,Cairo International Airport,Aeropuerto Internacional de El Cairo,aéroport international du Caire,Διεθνές Αεροδρόμιο του Καΐρου,,Kairói nemzetközi repülőtér,Bandar Udara Internasional Kairo,Aeroporto Internazionale del Cairo,カイロ国際空港,카이로 국제공항,Luchthaven Caïro Internationaal,Port lotniczy Kair,Aeroporto Internacional do Cairo,Каир,Kairos flygplats,Kahire Uluslararası Havalimanı,Sân bay quốc tế Cairo,開羅國際機場,4,1159127357,31.39974,30.11199
2,Airport,mid,Casablanca-Anfa,CAS,terminal,GMMC,CAS,http://en.wikipedia.org/wiki/Casablanca-Anfa_Airport,150.00000,,Q1961870,مطار الدار البيضاء أنفا,,,Casablanca-Anfa Airport,,aéroport de Casablanca-Anfa,,,,,Aeroporto di Casablanca-Anfa,アンファ空港,,Casablanca-Anfa Airport,Port lotniczy Casablanca-Anfa,,,,,,卡薩布蘭卡-安發機場,4,1159127367,-7.66322,33.56279
2,Airport,mid,Simón Bolivar Int'l,CCS,terminal,SVMI,CCS,http://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,150.00000,,Q1058344,,,Flughafen Caracas,Simón Bolívar International Airport,Aeropuerto Internacional de Maiquetía Simón Bolívar,aéroport international Maiquetía ~ Simón Bolívar,,सिमोन बोलीवार अन्तर्राष्ट्रीय हवाई अड्डा,,Bandar Udara Internasional Simon Bolivar,Aeroporto Internazionale Simón Bolívar,シモン・ボリバル国際空港,시몬 볼리바르 국제공항,Aeropuerto Internacional de Maiquetía Simón Bolívar,Port lotniczy Caracas,Aeroporto Internacional Simón Bolívar,Каракас,,,Sân bay quốc tế Simón Bolívar,迈克蒂亚西蒙·玻利瓦尔国际机场,4,1159127381,-67.00575,10.59735
2,Airport,major,Cape Town Int'l,CPT,terminal,FACT,CPT,http://en.wikipedia.org/wiki/Cape_Town_International_Airport,150.00000,,Q854130,مطار كيب تاون,,Flughafen Kapstadt,Cape Town International Airport,Aeropuerto Internacional de la Ciudad del Cabo,aéroport international du Cap,,डी० एफ मलान हवाई अड्डा,,Bandar Udara Internasional Cape Town,Aeroporto internazionale di Città del Capo,ケープタウン国際空港,케이프타운 국제공항,Cape Town International Airport,Port lotniczy Kapsztad,Aeroporto Internacional da Cidade do Cabo,Кейптаун,Kapstadens internationella flygplats,,Sân bay quốc tế Cape Town,开普敦国际机场,4,1159127391,18.59766,-33.97045
2,Airport,major,Chengdushuang Liu,CTU,terminal,ZUUU,CTU,http://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,150.00000,,Q387560,مطار تشنغدو شوانغليو الدولي,,Flughafen Chengdu,Chengdu Shuangliu International Airport,Aeropuerto internacional de Chengdu,aéroport international de Chengdu-Shuangliu,,,,Bandar Udara Internasional Shuangliu Chengdu,Aeroporto di Chengdu-Shuangliu,成都双流国際空港,청두 솽류 국제공항,Internationale luchthaven Chengdu Shuangliu,Port lotniczy Chengdu-Shuangliu,Aeroporto Internacional de Chengdu Shuangliu,Международный аэропорт Шуанлю,Chengdu Shuangliu International Airport,,Sân bay quốc tế Song Lưu Thành Đô,成都双流国际机场,4,1159127407,103.95614,30.58107
2,Airport,major,Indira Gandhi Int'l,DEL,terminal,VIDP,DEL,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,150.00000,,Q821275,مطار انديرا غاندي الدولي,ইন্দিরা গান্ধী আন্তর্জাতিক বিমানবন্দর,Indira Gandhi International Airport,Indira Gandhi International Airport,Aeropuerto Internacional Indira Gandhi,aéroport international Indira-Gandhi,,इंदिरा गांधी अन्तर्राष्ट्रीय विमानक्षेत्र,,Bandar Udara Internasional Indira Gandhi,Aeroporto Internazionale Indira Gandhi,インディラ・ガンディー国際空港,인디라 간디 국제공항,Indira Gandhi International Airport,Port lotniczy Indira Gandhi,Aeroporto Internacional Indira Gandhi,Международный аэропорт имени Индиры Ганди,Indira Gandhi internationella flygplats,,Sân bay quốc tế Indira Gandhi,英迪拉·甘地国际机场,4,1159127419,77.08784,28.55920
