Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,...,...,Development,Trade (% of GDP),     55.22,     59.88,     60.92,     64.21,     66.61,     62.29,     64.39,     74.35,     69.99,     67.85,     65.24,     62.85,     68.20,     67.23,     71.57,     68.45,     64.93,     65.03,     66.50,     64.50,     56.61,     58.69,     54.31,     56.49,     50.34,     50.52,     54.02,     51.78
,...,...,Development,Trade Balance (% of GDP),     -5.41,     -3.22,     -3.08,      0.59,      1.28,      1.13,     -2.93,      2.23,      0.28,      5.40,      2.72,      1.38,     -0.80,      1.29,      0.29,      7.47,     -0.69,     -7.04,     -1.51,     -1.03,     -0.87,     -0.24,      0.16,      0.33,      1.78,      2.39,      5.23,      1.37
,...,...,Development,Trade in services (% of GDP),     10.17,     10.32,     10.63,     11.17,     11.68,     11.22,     13.24,     14.40,     13.76,     13.02,     12.20,     12.48,     12.86,     13.55,     13.66,     12.29,     12.98,     13.37,     12.29,     12.51,     12.12,     11.87,     11.79,     10.46,     10.04,     10.28,      8.55,      8.10
,China,All Products,Export,Partner share(%)-Top 5 Export Partner,     13.70,     13.43,     15.34,     14.74,     13.23,     14.24,     14.65,      7.66,      9.89,      4.64,      5.76,,,,,,,,,,,,,,,,,
,China,All Products,Import,Partner share(%)-Top 5 Import Partner,     16.20,     14.85,     13.74,     12.91,     12.35,     12.75,     11.94,     10.31,     10.21,      9.38,      7.61,      6.40,,,,,,,,,,,,,,,,
,France,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,      4.89,,      4.89,      4.80,,      5.54,      5.54,      6.02,      5.97,      5.59,      6.50,      6.39,      5.41,      6.47,      5.43,,,,     12.05,     13.99,,
,France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,      4.78,      5.16,      4.84,      5.58,      5.78,      6.63,      7.85,      7.25,      6.89,      6.93,      7.37,      9.09,      9.25,      7.97,      8.75,      7.96,      6.89,,,     14.55,     16.59,,
,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,      4.71,,      5.06,      6.03,,,,,,      4.97,     13.09,     12.90,,
,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.21,      4.70,      4.64,      4.59,      5.15,      4.87,      4.79,      6.05,      6.22,      7.27,      7.80,      7.94,      8.02,      8.11,      8.44,      7.86,      9.23,      8.84,      9.04,     10.74,     11.68,     14.41,     13.78,     15.28,      6.08,      6.33,,
,India,All Products,Export,Partner share(%)-Top 5 Export Partner,      6.04,      8.16,      6.82,      7.02,      6.07,      5.97,      5.33,      4.99,,,,,,      4.38,,      5.81,      6.48,,,,,,,,,,,
,India,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.43,      5.79,      6.24,      5.19,      4.43,,,,,,,,,,,,,,,,,,,,,,,
,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,      6.03,      5.70,      5.26,,      4.14,,,,,,      5.33,      3.93,      4.56,      5.07,     10.62,     10.57,,
,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,      6.35,,,      6.34,      8.61,      9.38,     11.33,     10.20,      7.24,      6.90,,
,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,,      5.82,      5.35,,,      3.81,,      4.89,,,      5.49,      5.44,      4.54,      4.33,,,,      4.94,      5.72,      5.19,,,,,,,,
,South Africa,All Products,Export,Partner share(%)-Top 5 Export Partner,      4.58,,      4.95,      5.33,      4.28,      4.55,      4.88,,      4.64,,,,,,,,,,,,,,,,,,,
,South Africa,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.82,      7.39,      7.52,      8.30,      8.24,      7.75,      8.80,      7.49,      7.30,      7.65,      8.79,     11.64,     10.79,     12.27,     10.52,      9.90,,,,,,,,,     23.44,     16.74,,
,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,      4.85,,,,,,,,      4.57,,,,,,,,,,      5.20,,,,,,,,
,Special Categories,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,      7.55,,     13.09,     29.98,     23.12,     30.86,,,,
,Special Categories,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,      6.29,     10.25,,,,      7.52,     11.12,,,,
,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,      4.35,,,,,,,,,,,,,,,,,,,,,      5.57,      8.37,,,,,
,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      4.86,      4.63,,,      4.91,      5.05,      6.38,     11.32,     11.51,      9.75,      9.68,     10.61,      8.36,      7.96,      7.42,      5.67,      9.15,      8.25,      7.08,      6.85,      7.72,      8.15,      9.74,,
,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,      6.28,      6.89,      7.07,      7.06,      8.08,      8.59,      8.35,      9.71,      9.42,     10.74,      9.89,     10.17,     13.69,     13.85,,
