,trade_value,product,product_description,date,partner,indicator_type,reporter,reporter_ISO
1167,40128.439163,TOTAL,All Commodities,2017-01-01,World,Import,New Zealand,NZL
1168,7703.836557,TOTAL,All Commodities,2017-01-01,World,Import,Nicaragua,NIC
1169,85525.862977,TOTAL,All Commodities,2017-01-01,World,Import,Norway,NOR
1170,57440.0125,TOTAL,All Commodities,2017-01-01,World,Import,Pakistan,PAK
1171,11873.407129,TOTAL,All Commodities,2017-01-01,World,Import,Paraguay,PRY
1172,39763.913902,TOTAL,All Commodities,2017-01-01,World,Import,Peru,PER
1173,217978.575741,TOTAL,All Commodities,2017-01-01,World,Import,Poland,POL
1174,77833.79215,TOTAL,All Commodities,2017-01-01,World,Import,Portugal,PRT
1175,85318.177451,TOTAL,All Commodities,2017-01-01,World,Import,Romania,ROU
1176,228212.749973,TOTAL,All Commodities,2017-01-01,World,Import,Russian Federation,RUS
1177,22146.377217,TOTAL,All Commodities,2017-01-01,World,Import,Serbia,SRB
1178,444052.353836,TOTAL,All Commodities,2017-01-01,World,Import,India,IND
1179,82993.834585,TOTAL,All Commodities,2017-01-01,World,Import,Slovakia,SVK
1180,31149.443532,TOTAL,All Commodities,2017-01-01,World,Import,Slovenia,SVN
1181,83030.756599,TOTAL,All Commodities,2017-01-01,World,Import,South Africa,ZAF
1182,350921.561671,TOTAL,All Commodities,2017-01-01,World,Import,Spain,ESP
1183,10276.864989,TOTAL,All Commodities,2017-01-01,World,Import,Sudan,SDN
1184,154194.610513,TOTAL,All Commodities,2017-01-01,World,Import,Sweden,SWE
1185,267501.495875,TOTAL,All Commodities,2017-01-01,World,Import,Switzerland,CHE
1186,270954.967625,TOTAL,All Commodities,2017-01-01,World,Import,United Arab Emirates,ARE
1187,233799.651234,TOTAL,All Commodities,2017-01-01,World,Import,Turkey,TUR
1188,7719.12813,TOTAL,All Commodities,2017-01-01,World,Import,North Macedonia,MKD
1189,641332.435861,TOTAL,All Commodities,2017-01-01,World,Import,United Kingdom,GBR
1190,7765.411242,TOTAL,All Commodities,2017-01-01,World,Import,United Rep. of Tanzania,TZA
1191,2407390.18946,TOTAL,All Commodities,2017-01-01,World,Import,USA,USA
1192,8457.876667,TOTAL,All Commodities,2017-01-01,World,Import,Uruguay,URY
1193,8773.916647,TOTAL,All Commodities,2017-01-01,World,Import,Zambia,ZMB
1194,8766.505242,TOTAL,All Commodities,2017-01-01,World,Import,Azerbaijan,AZE
1195,66899.299586,TOTAL,All Commodities,2017-01-01,World,Import,Argentina,ARG
1196,5284.230565,TOTAL,All Commodities,2017-01-01,World,Import,Botswana,BWA
1197,913.130452,TOTAL,All Commodities,2017-01-01,World,Import,Belize,BLZ
1198,571.770024,TOTAL,All Commodities,2017-01-01,World,Import,Solomon Isds,SLB
1199,783.299126,TOTAL,All Commodities,2017-01-01,World,Import,Burundi,BDI
1200,5183.629302,TOTAL,All Commodities,2017-01-01,World,Import,Cameroon,CMR
1201,793.599019,TOTAL,All Commodities,2017-01-01,World,Import,Cabo Verde,CPV
1202,418.721339,TOTAL,All Commodities,2017-01-01,World,Import,Central African Rep.,CAF
1203,3060.069912,TOTAL,All Commodities,2017-01-01,World,Import,Benin,BEN
1204,7939.237473,TOTAL,All Commodities,2017-01-01,World,Import,Georgia,GEO
1205,548.847434,TOTAL,All Commodities,2017-01-01,World,Import,Gambia,GMB
1206,12718.141844,TOTAL,All Commodities,2017-01-01,World,Import,Ghana,GHA
1207,9604.833854,TOTAL,All Commodities,2017-01-01,World,Import,Côte d'Ivoire,CIV
1208,5818.098181,TOTAL,All Commodities,2017-01-01,World,Import,Jamaica,JAM
1209,16690.197046,TOTAL,All Commodities,2017-01-01,World,Import,Kenya,KEN
1210,2547.041799,TOTAL,All Commodities,2017-01-01,World,Import,Malawi,MWI
1211,4336.565281,TOTAL,All Commodities,2017-01-01,World,Import,Mali,MLI
1212,3522.418198,TOTAL,All Commodities,2017-01-01,World,Import,Mauritania,MRT
1213,420369.113272,TOTAL,All Commodities,2017-01-01,World,Import,Mexico,MEX
1214,5701.705181,TOTAL,All Commodities,2017-01-01,World,Import,Mozambique,MOZ
1215,10037.840171,TOTAL,All Commodities,2017-01-01,World,Import,Nepal,NPL
1216,1188.584682,TOTAL,All Commodities,2017-01-01,World,Import,Aruba,ABW
1217,31270.090265,TOTAL,All Commodities,2017-01-01,World,Import,Nigeria,NGA
1218,157.813256,TOTAL,All Commodities,2017-01-01,World,Import,Palau,PLW
1219,101889.431966,TOTAL,All Commodities,2017-01-01,World,Import,Philippines,PHL
1220,663.692157,TOTAL,All Commodities,2017-01-01,World,Import,Saint Lucia,LCA
1221,6728.671863,TOTAL,All Commodities,2017-01-01,World,Import,Senegal,SEN
1222,327709.713161,TOTAL,All Commodities,2017-01-01,World,Import,Singapore,SGP
1223,213215.299139,TOTAL,All Commodities,2017-01-01,World,Import,Viet Nam,VNM
1224,4962.102713,TOTAL,All Commodities,2017-01-01,World,Import,Zimbabwe,ZWE
1225,1608.219102,TOTAL,All Commodities,2017-01-01,World,Import,Swaziland,SWZ
1226,1614.920872,TOTAL,All Commodities,2017-01-01,World,Import,Togo,TGO
1227,20618.072727,TOTAL,All Commodities,2017-01-01,World,Import,Tunisia,TUN
1228,5595.903639,TOTAL,All Commodities,2017-01-01,World,Import,Uganda,UGA
1229,49439.155766,TOTAL,All Commodities,2017-01-01,World,Import,Ukraine,UKR
1230,66338.776349,TOTAL,All Commodities,2017-01-01,World,Import,Egypt,EGY
1231,3717.113992,TOTAL,All Commodities,2017-01-01,World,Import,Burkina Faso,BFA
1232,356.189844,TOTAL,All Commodities,2017-01-01,World,Import,Samoa,WSM
1233,629.819171,TOTAL,All Commodities,2017-01-01,World,Import,Antigua and Barbuda,ATG
1234,1761.552833,TOTAL,All Commodities,2017-01-01,World,Import,Guyana,GUY
1235,308.946849,TOTAL,All Commodities,2017-01-01,World,Import,Saint Kitts and Nevis,KNA
1236,329.952436,TOTAL,All Commodities,2017-01-01,World,Import,Saint Vincent and the Grenadines,VCT
1237,147.049579,TOTAL,All Commodities,2017-01-01,World,Import,Sao Tome and Principe,STP
1238,1348.462645,TOTAL,All Commodities,2017-01-01,World,Import,Seychelles,SYC
1239,1073.617079,TOTAL,All Commodities,2017-01-01,World,Import,Sierra Leone,SLE
1240,1208.805023,TOTAL,All Commodities,2017-01-01,World,Import,Suriname,SUR
1241,1599.597494,TOTAL,ALL COMMODITIES,2017-01-01,World,Import,Barbados,BRB
1242,588.047302,TOTAL,ALL COMMODITIES,2017-01-01,World,Import,Timor-Leste,TLS
