Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,Iraq,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,      8.21,
,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,      1.92,      2.09,      2.19,      2.41,      2.42,      3.16,      3.46,      4.06,      4.05,      4.16,      4.96,      7.10,      7.68,      6.80,
,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,      3.37,      3.21,      3.24,      3.46,      3.53,      3.95,      3.84,      4.16,      4.42,      4.59,      4.69,      4.61,      4.27,      4.97,      4.59,      3.98,      4.23,      4.89,      4.81,      4.71,      5.49,      6.15,      5.95,      5.98,      6.44,      6.08,      7.80,
,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,      2.23,      2.54,,      2.52,,,      2.60,      2.82,      2.89,      2.44,      2.33,      2.59,      2.82,      2.14,,,,,      2.66,      2.92,      2.85,      3.46,      3.59,      3.10,      3.93,      4.82,      7.92,
,"Other Asia, nes",All Products,Export,Partner share(%)-Top 5 Export Partner,,,      3.05,,,,,,,,,,,,,,,,,,,,,,,,,
,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,      3.08,      3.61,,
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,     45.45,     42.59,     37.14,     36.47,     35.27,     36.71,     36.95,     40.41,     43.89,     48.01,     49.71,     52.97,     54.07,     56.76,     55.36,     58.15,     57.27,     51.94,     48.82,     48.55,     45.88,     46.15,     46.54,     47.63,     38.31,     41.30,     22.22,
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,     32.24,     31.85,     30.41,     31.12,     30.45,     30.61,     31.66,     31.09,     32.55,     34.21,     36.76,     38.97,     43.49,     45.88,     46.23,     48.77,     49.43,     46.94,     45.56,     44.65,     43.09,     44.40,     48.27,     52.76,     43.66,     42.88,     20.08,
,Unspecified,All Products,Export,Partner share(%)-Top 5 Export Partner,,,      6.17,      7.37,      7.67,      7.03,      8.08,      4.39,,      2.84,      3.62,      2.85,,      2.74,      2.39,,,,,,,,,,,,,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     44.88,     48.13,     37.20,     39.36,     37.61,     36.75,     39.04,     35.68,     34.03,     29.96,     24.10,     24.08,     12.44,     12.94,     11.80,     10.61,      7.48,      9.24,      7.91,      6.51,     11.60,      9.24,      7.45,      9.64,     11.94,     10.82,      1.67,
,World,Animal,Export,Export Product share(%),      4.21,      4.31,      3.56,      3.29,      3.29,      3.40,      3.87,      3.52,      3.59,      3.24,      3.48,      3.50,      3.28,      3.00,      2.96,      2.69,      3.18,      3.45,      3.38,      3.39,      3.73,      3.77,      3.87,      3.07,      3.63,      2.82,      2.05,
,World,Capital goods,Export,Export Product share(%),     26.29,     22.99,     20.03,     18.91,     17.54,     18.99,     18.37,     18.27,     20.43,     20.39,     21.46,     23.00,     24.18,     25.30,     25.59,     25.01,     25.11,     22.79,     19.23,     17.49,     16.97,     17.34,     19.04,     18.43,     12.13,     13.08,     15.46,
,World,Chemicals,Export,Export Product share(%),      4.85,      4.69,      4.46,      4.51,      4.53,      4.47,      4.67,      4.34,      4.32,      3.99,      4.13,      4.33,      4.31,      4.29,      4.38,      4.20,      4.54,      4.77,      4.52,      4.53,      4.77,      4.50,      4.74,      4.75,      5.85,      5.04,      4.55,
,World,Consumer goods,Export,Export Product share(%),     24.47,     23.48,     22.87,     23.06,     20.49,     24.28,     26.62,     26.11,     26.81,     25.33,     27.79,     27.70,     27.24,     29.05,     28.67,     27.77,     28.10,     30.86,     28.02,     26.92,     26.42,     26.84,     27.79,     25.81,     20.22,     18.74,     19.53,
,World,Food Products,Export,Export Product share(%),      7.68,      7.51,      7.10,      6.84,      6.85,      7.20,      8.18,      6.33,      6.59,      6.02,      6.03,      6.33,      6.80,      6.79,      6.66,      5.68,      6.73,      7.42,      7.91,      8.42,      7.91,      7.93,      8.74,      8.21,      8.64,      9.90,     14.88,
,World,Footwear,Export,Export Product share(%),      0.43,      0.41,      0.36,      0.38,      0.36,      0.42,      0.47,      0.47,      0.56,      0.54,      0.51,      0.58,      0.64,      0.66,      0.67,      0.64,      0.69,      0.79,      0.88,      0.93,      0.97,      1.23,      1.95,      1.76,      1.88,      1.95,      3.71,
,World,Fuels,Export,Export Product share(%),      8.97,     13.96,     21.56,     22.95,     20.34,     20.31,     20.47,     23.62,     14.24,     21.88,     21.43,     18.10,     16.25,     14.92,     15.36,     17.63,     13.07,     10.21,     14.27,     16.58,     14.48,     15.14,     10.35,     12.35,     16.06,     15.72,      2.40,
,World,Hides and Skins,Export,Export Product share(%),      0.61,      0.64,      0.52,      0.46,      0.46,      0.50,      0.46,      0.56,      0.76,      0.69,      0.68,      0.77,      0.82,      0.83,      0.89,      0.87,      0.89,      1.01,      1.07,      1.09,      1.22,      1.26,      1.29,      0.74,      0.77,      0.66,      0.91,
