"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Hong Kong SAR, China","HKG","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325.3000488281","4151.1000976563","4545.7001953125","5111.511","5066.022","5714.644","5780.75","6931.629","7763.873","8325.969","10028.957","8985.895","13293.176","10373.434773","10053.898445","9468.41800958361","9396.48053","10826.12281","11294.272491","11409.118758","12415.19932","",
"Honduras","HND","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","3.5999999046","3.7000000477","3.2000000477","3","3","3","5.0999999046","4.1999998093","3.4000000954","3.2999999523","3.7999999523","3","2.7000000477","1.8999999762","2.2000000477","2","2.2000000477","2.5","2.2999999523","2.7999999523","4.3000001907","3.0999999046","1.7999999523","17.5","","","","","","","","","","","","","","","","","2.248762813","1.83021841731528","2.04647355444776","1.97274","0.851628","0.50237232","0.399566257","0.09576777","",
"Heavily indebted poor countries (HIPC)","HPC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","145.7000006883","160.1999982148","164.5999997781","189.2000023051","245.200002983","263.7000007931","296.1000010671","317.7000005395","355.7999991105","435.5000033606","441.0000011027","466.6000015512","472.8000008016","435.6999998241","473.5999946744","508.7000010534","463.8000062854","507.7000012921","488.1999927907","513.0000008196","480.4000028221","401.7000051292","408.6999993027","422.1000022815","481.2999979183","488.2999998254","496.1999954951","504.2999965324","453.9999955296","427.8999992313","402.358","318.929000095367","","","","","","","","","664.206385216808","772.913921664436","981.170513825707","1105.34181598919","1205.64157289699","1409.54022344994","1656.10942148881","","",
"Croatia","HRV","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1000000238","1.7999999523","2.2999999523","2.4000000954","2.2999999523","2","3.374","3.219","3.775","3.997","3.953","3.906","3.582","3.999","3.336","2.218","2.326","1.921","1.516001","1.67474","1.738189","1.47223","0.97639","0.77532","0.65658","0.58275","",
"Haiti","HTI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1.7999999523","1.8999999762","1.8999999762","2","1.7999999523","1.8999999762","1.8999999762","2.7999999523","2.7999999523","2.7999999523","5","4.8000001907","4.8000001907","4.8000001907","4.8000001907","3.9000000954","3.9000000954","3.9000000954","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","6.1999998093","7.5999999046","5.9000000954","5.8000001907","6","5.5999999046","5.1999998093","5.5","5.9000000954","7.8000001907","9.1999998093","9.6999998093","9.1999998093","8.8000001907","8.6000003815","10.3000001907","8.8000001907","7.3000001907","5.8000001907","5.8000001907","6.3000001907","5","6.5","10.5","17.7000007629","28.5","29.2999992371","34.9000015259","37","39.9000015259","50.852","32.294","25.151","28.37","23.996","21.429","20","27.161","11.755","9.804","5.60895570713066","5.85295","0.467678756906942","0","","","","","",
"IBRD only","IBD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1988.499992922","2265.6999936851","2668.6000202226","2959.3999816329","3255.1999952719","3414.4000348597","3805.9999786762","4239.5000063925","4498.6000308098","4841.3999592362","5394.400049657","5253.4000358954","5550.9000458792","6364.2000317649","6841.0999941453","7183.0000027791","7561.5000569894","7785.2999367711","8698.5000739763","10254.8000863868","11594.0998992175","12223.4001044781","12596.7999979106","14482.2000401095","14309.1738409049","15254.9189403685","17249.585","16804.354","17782.505","19134.935","22296.458","23065.386","24054.498","27452.286","28782.198","30906.732","38503.479004179","38477.932217468","37939.4586154394","39616.3318060717","42612.2419042655","44268.4833464551","46904.1479135591","52947.3342771365","",
"IDA & IBRD total","IBT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2358.6999970747","2693.7999977551","3152.300027505","3465.9999870958","3829.200000495","4097.8000333982","4525.2999770118","5005.6000062898","5276.8000361397","5611.4999636485","6268.0000486453","6215.7000286729","6505.1000562834","7459.2000251341","8011.199976079","8370.7000142857","8725.4000633206","8878.1999315916","9844.6000796327","11382.0000775831","12930.5999082252","13562.7000987009","13910.1999977449","15879.5000580773","15649.1738282241","16560.4189302209","18627.697","18122.9230000954","18860.473","20230.393","23565.768","24416.51","25504.911","28655.998","30033.78","32206.223","40166.4573612757","40147.9433776252","39803.6868164163","41697.299386573","44664.8023495325","46345.7463173601","49241.2309169665","55957.5804179519","",
"IDA total","IDA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","233.399998985","242.3999995814","235.9999996723","288.60000059","370.2000041527","428.10000407","483.7000072824","506.6000054629","574.0000052231","683.3999985385","719.2999983356","766.0999998973","778.2000053299","770.1000044123","873.5999989883","962.2999927775","954.2000104042","1094.9999933692","1170.0999819337","1187.7000115066","1163.9000063312","1092.8999948205","1146.1000056564","1127.1999911963","1336.5000090077","1339.2999942228","1313.3999998343","1397.3000179678","1339.9999873192","1305.4999898524","1378.112","1318.56900009537","1077.968","1095.458","1269.31","1351.124","1450.413","1203.712","1251.582","1299.491","1662.97835709667","1670.01116015723","1864.22820097689","2080.96758050129","2052.56044526698","2077.26297090503","2337.08300340736","3010.24614081538","",
"IDA blend","IDB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","96.6999984979","93.6000017226","80.5","111.2999984026","135.5000019074","170.3000030518","188.8000055328","205.4000054374","252.2000042946","271.5999967605","320.7999949008","352.8999989628","358.700006306","375.2000053525","430.6000055373","466.8999904693","466.0000007749","549.7999954223","615.0999889374","601.0000123977","608.0000025033","570.8999885918","644.1000081896","653.4999900459","708.3000045419","730.8999944927","722.5000041723","707.6000190974","776.3999865652","725.3999847769","755.057","802.813","644.552","633.473","763.401","818.658","875.379","753.004","760.007","713.317","828.678185637356","731.270331448128","721.515225296014","741.48178275158","627.45234594706","596.28590763763","610.234781866272","696.437688685539","",
"Indonesia","IDN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","14.1999998093","17.6000003815","19.8999996185","27.7000007629","41.2999992371","42.9000015259","43.5999984741","52.0999984741","58.9000015259","79.8000030518","121.9000015259","156","177.8999938965","189","169.8000030518","153.1000061035","222","340.200012207","455","438.200012207","458.6000061035","475.5","504.1000061035","615.5","733.700012207","782.5999755859","749.4000244141","710","429.3999938965","362","408.542","408.372","405.498","424.362","434.101","439.773","469.222","484.52","394.583","276.918","665.663628453711","754.297938393013","880.340263956616","768.23502","902.116486410853","758.705163350469","974.556289","1056.04451852211","",
"IDA only","IDX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","136.7000004871","148.7999978588","155.4999996723","177.3000021874","234.7000022453","257.8000010182","294.9000017496","301.2000000255","321.8000009285","411.800001778","398.5000034348","413.2000009345","419.4999990239","394.8999990598","442.999993451","495.4000023082","488.2000096293","545.1999979469","554.9999929963","586.6999991089","555.9000038279","522.0000062287","501.9999974668","473.7000011504","628.2000044658","608.3999997301","590.899995662","689.6999988704","563.600000754","580.1000050755","623.055","515.756000095367","433.416","461.985","505.909","532.466","575.034","","","","834.300171459314","938.740828709105","1142.71297568088","1339.48579774971","1425.10809931992","1480.9770632674","1726.84822154109","2313.80845212984","",
"Isle of Man","IMN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","96.3000030518","108.4000015259","131.1000061035","176.5","144.6999969482","211.3000030518","250.6999969482","275.8999938965","297.700012207","297.6000061035","366","411.3999938965","409.8999938965","461.6000061035","545.5","489.700012207","539.700012207","645.200012207","646.299987793","680.5999755859","662.9000244141","493.1000061035","429.3999938965","372.3999938965","563.5999755859","653.9000244141","565","528","531.299987793","531.200012207","547.652","515.37","546.34","579.85","708.475","774.04","842.55","967.684","1233.937","1235.158","1630.96414222155","1702.702702","1579.229879","1733.76172","1851.32674","1833.847614","1893.8815","2407.3206198","",
"Not classified","INX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","57.7000007629","64.8000030518","78.3000030518","86.8000030518","88.1999969482","68.6999969482","74.9000015259","85.8000030518","85.6999969482","98.4000015259","89.3000030518","83.9000015259","75.8000030518","84.9000015259","98.0999984741","81.5","75","80.8000030518","95.8000030518","117.5","128.3000030518","115.4000015259","109.5","97.4000015259","101.1999969482","107","102.0999984741","122.0999984741","129.6000061035","138","167.595","158.778","116.063","121.788","124.11","106.997","130.503","125.283","122.241","120.852","138.475121701","123.452121701029","123.110099893906","118.253832","126.164748","138.58","118.207","147.635","",
"Iran, Islamic Rep.","IRN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","8","11.1000003815","11.8999996185","15","18.7999992371","38.5","70.8000030518","77.1999969482","87.3000030518","33.2999992371","20.2999992371","35.5999984741","42.0999984741","74.6999969482","90.3000030518","104.3000030518","132","137.8000030518","120.5999984741","92.3000030518","113.6999969482","86.0999984741","66.5","60","78.8000030518","107.9000015259","109.5999984741","120.1999969482","102.3000030518","107.0999984741","73.719","152.139","75.457","157.374","89.034","98.218","91.86","95.425","97.324","95.769","96.5379373693632","85.8763078604792","66.2338138748408","84.4590590839086","96.4385837752481","95.9107033490603","139.17528859407","175.821753741407","",
"Iraq","IRQ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.7999999523","2","2.2999999523","2.2999999523","4.9000000954","6.3000001907","13.8000001907","30","38.2000007629","46.5999984741","52","49.2000007629","53.7000007629","44.2999992371","52","54.5999984741","59.2000007629","59.5","70.4000015259","72.9000015259","42.7999992371","","","","","","","","","","","","","","","","","","","","11.718644551","14.5213731897664","15.3356283184479","10.619112","10.619112","1.218202664","0.9519664068","1.303085898","",
"Iceland","ISL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","10.6999998093","17.7000007629","17.5","29.2000007629","28","20.6000003815","27.3999996185","28.2000007629","34.2000007629","38.4000015259","22.6000003815","25","19.1000003815","23.2000007629","24.7000007629","17.8999996185","20.1000003815","25.7999992371","34.2999992371","33.0999984741","35.5","31.1000003815","30.7999992371","35.2999992371","40.7999992371","45.0999984741","52.9000015259","55.5999984741","54","55.4000015259","99.598","101.24","92.146","75.356","117.325","121.548","138.614","141.386","127.4","133.082","79.124198","82.068191","98.30421","99.153358","96.01941","107.696809","128.008190221","158.06384032","",
"Israel","ISR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","98.4000015259","114.9000015259","105","129.5","143.6000061035","131","126.9000015259","174.1000061035","201","286.3999938965","295","298.200012207","297.1000061035","354.6000061035","529.5999755859","592.0999755859","571","642.700012207","754.4000244141","816.799987793","831.5","863.299987793","844.299987793","861.799987793","956.5","1071.3000488281","1112.9000244141","1135.8000488281","1117.3000488281","1034.3000488281","885.704","857.561","1322.718","1394.397","1354.537","1213.475","1124.374","1132.878","901.863","984.612","856.431","883.418","810.909456005204","801.730584","651.238996","758.633996","783.925","912.898","",
"Italy","ITA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","275.200012207","302.200012207","282.200012207","406.3999938965","437.6000061035","396.6000061035","443.8999938965","503.8999938965","490.1000061035","483.1000061035","522.9000244141","475.700012207","566","614.4000244141","689.4000244141","756.5999755859","844.0999755859","911.5999755859","1029.1999511719","1118.6999511719","1171.3000488281","1227.6999511719","1270.4000244141","1334.9000244141","1368.5","1469.5999755859","1459.0999755859","1443.3000488281","1475.9000244141","1614.5999755859","1748.406","1521.024","1393.803","1373.956","1393.038","1365.128","1377.204","1549.939","1279.021","400","784.96985","760.26837","795.11615","892.930674","989.179882","945.2649666","1083.244836","1405.5996","",
"Jamaica","JAM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2.5","3.2999999523","4.8000001907","5.8000001907","9.6999998093","10.8999996185","11","11.6000003815","13.1999998093","10.6999998093","9.3999996185","9.8999996185","9.6999998093","16.6000003815","19.6000003815","19.1000003815","18.8999996185","24.2000007629","20.6000003815","16.2999992371","18.7999992371","19.7000007629","18.3999996185","19.7999992371","19.7999992371","21.7999992371","24.8999996185","20.8999996185","23.7999992371","29.5","29.196","26.391","56.588","48.859","37.698","15.823","15.348","15.655","16.25","10.272","0","0","0","0","","1.396","4.506984","2.83938","",
"Jordan","JOR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.2000000477","2.5999999046","4.6999998093","5.4000000954","7.1999998093","13.1999998093","24.5","40.0999984741","51","67","80.1999969482","111.9000015259","129.5","119.3000030518","139.8999938965","151.8000030518","164.6999969482","186.3000030518","201.5","206","222.8000030518","161.5","175.5","213.5","219.6000061035","265.200012207","296.6000061035","271","219.1999969482","193.6000061035","204.022","177.79","197.317","190.326","253.845","223.582","258.557","276.656","140.846","163.192","201.985","196.184547","188.06493","172.126","171.97","169.105","144.211200649","158.95506","",
"Japan","JPN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","379.6000061035","464.1000061035","585.0999755859","753.0999755859","739.4000244141","852.9000244141","1030.8000488281","1147.5","1356.0999755859","1624.8000488281","1870.6999511719","2111.5","2221.8999023438","2528","2796.3000488281","3071.3999023438","3608.1000976563","4326.2998046875","4780.7001953125","5128.6000976563","5068.7998046875","5225.2998046875","5185.2001953125","5484.2001953125","6007.8999023438","6538","6801.2998046875","7504.6000976563","7514.1000976563","8225.599609375","8672.048","7614.102","8204.671","8279.576","8708.244","8549.241","8480.024","8435.069","8172.807","10485.665","7698.79769790059","6545.945","7045.781","7715.927","8661.758","8661.758","9360.888","10684.574","",
"Kazakhstan","KAZ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2000007629","8","8","17.6000003815","16.7000007629","16.7000007629","24","9.8000001907","11.752","11.82","20.263","20.796","12.557","15.825","16.382","17.212","16.487","14.584","42.379","50.977","53.977","58.199004","44.61","37.669008","38.89446","49.30499","",
"Kenya","KEN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3999996185","9.1999998093","8.5","17","19","15.6999998093","17.8999996185","14.1999998093","22.1000003815","18.5","18","19.1000003815","23.3999996185","30.2999992371","31.5","30.3999996185","39.2999992371","54.2999992371","55.2000007629","47.7000007629","52.2000007629","39.2000007629","51","56.0999984741","57.2000007629","52.7999992371","47.7999992371","50.7999992371","53.9000015259","65.5999984741","77.045","92.732","118.382","141.539","193.459","253.163","301.219","298.083","295.183","271.562","279.990902805","191.160655418998","234.568543129171","258.081012","248.56658","233.104791944","257.576935754","254.354159605","",
"Kyrgyz Republic","KGZ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6999999881","0.6999999881","1.1000000238","1.6000000238","3.2000000477","5.1999998093","6.1999998093","3.714","5.569","6.113","4.849","2.116","2.025","1.23","1.23","2.07","2.182","1.3027","1.486294","0.78235","0.59035","0.237168","0.06929","0.088343","0.023618181","",
"Cambodia","KHM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.400000006","0.6999999881","0.6999999881","0.5","0.5","0.400000006","0.400000006","0.400000006","","","","","","","","","","","","","","","","","","","","","","","","","4.087","3.265","3.143","1.202","1.111","2.03","0.661","0.987","0.022663075938342","0.0951600512","0.0681726118818161","1.07095376052747","1.75384","2.30126","1.441695","0.876","",
"Kiribati","KIR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","0.3000000119","0.3000000119","1.5","1.7000000477","0.1000000015","0.1000000015","0.1000000015","","1","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8999999762","0.8999999762","0.8999999762","0.8000000119","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.5999999046","38","72.6999969482","125.3000030518","200.3000030518","293.200012207","348.200012207","394.3999938965","493.3999938965","666.200012207","836","914.799987793","1048.5999755859","1167.0999755859","1417.3000488281","1309.0999755859","1451.1999511719","1621.0999755859","1912.9000244141","2365.1000976563","2459.3999023438","2597","3322.6999511719","4191","4643.2998046875","5661.2998046875","6550.8999023438","7889.2001953125","7290","8098.3999023438","7651.338","6827.179","7896.527","6935.935","8072.784","7432.57","7751.658","9039.721","8726.809","15162.607","12942.727326","12381.6339","12290.68063","11112.514602","11124.72618","11293.801266","10805.992","11002.204","",
"Kuwait","KWT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","13.3999996185","14.3999996185","16.2999992371","17","18","22.1000003815","24.7000007629","32","38.5","60.0999984741","71.5999984741","107.8000030518","111.3000030518","135.1999969482","171","164.3000030518","222.6999969482","244","223.1000061035","233.3999938965","145","116.1999969482","209.3000030518","254.1000061035","283.799987793","329.700012207","333.799987793","364.6000061035","364.6000061035","267.700012207","243.091","226.332","254.302","219.483","226.93","241.623","239.207","266.337","279.74","281.215","335.099445284","277.544065677216","267.254","245.968996","267.877606","216.335004","223.005444","304.174295181","",
"Latin America & Caribbean (excluding high income)","LAC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","416.4000022409","445.4999997021","535.1000053883","643.5000160933","787.4000062943","829.5999984147","898.0000087618","1051.0999831559","1198.799979031","1193.2000054717","1223.3000079987","1345.1000164746","1510.2000300885","1411.5999741552","1714.100026846","1781.7000252008","1942.100032568","2008.1999994515","1894.4999670981","2052.600009203","2092.7000114916","2048.6999563573","2269.5000329612","2392.4000461102","2741.1999874116","2633.4000153542","2528.90006423","3259.1000163555","3167.3000413477","2779.6000506879","2977.427","2742.791","2721.779","2749.272","3391.125","3290.062","3153.363","3313.909","3739.925","5281.828","3449.9549974488","3376.32884700798","3388.77615228726","4076.5723513986","4000.4912174926","4005.2868957007","3845.26420121403","4271.96814171541","",
"Lao PDR","LAO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.6000000238","0.400000006","0.5","0.5","0.5","0.5","0.5","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.200000003","0.200000003","0.200000003","0.1000000015","0.1000000015","0.1000000015","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8999999762","0.8999999762","0.8999999762","1.7000000477","1.5","1.671","1.64","1.828","1.911","2.261","2.481","2.545","2.625","2.579","2.367","0.122","0.389","0.966483517914956","1.409832","1.37196","1.35649770065177","1.49602039","1.473259309","",
"Lebanon","LBN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","143.1000061035","196.8000030518","269.1000061035","391.700012207","418.799987793","470.8999938965","573","540.200012207","510.3999938965","589.9000244141","530.5999755859","465.8999938965","461.8999938965","610.0999755859","487.700012207","199.8000030518","33.0999984741","194.8000030518","309.200012207","283.5","167.1000061035","169.6000061035","152.6999969482","125.1999969482","138.3999938965","128.6999969482","80.0999984741","123.5","108.4000015259","102.5999984741","85.204","74.837","80.767","75.056","84.899","86.61","73.556","81.743","66.621","93.983","48.272","47.699","50.619","70.098","59.58","54.077","45.558","53.387","",
"Liberia","LBR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.1000000238","3.0999999046","4.0999999046","3.5999999046","3.4000000954","4.5999999046","6.3000001907","6.8000001907","8.1000003815","8.3999996185","11","13.1000003815","5.4000000954","4.8000001907","5.4000000954","5.4000000954","10.8000001907","8.6999998093","3.7999999523","4.6999998093","10.3000001907","9.3999996185","3.7999999523","0.3000000119","0.3000000119","0.400000006","0.3000000119","0.3000000119","0.3000000119","0.3000000119","0.328","0.256","0.248","0.283","0.283","0.3","0.324","0.288","0.464","0.365","7.52854005922458","5.72301943045061","2.1282547665725","3.672312","2.90666681323636","2.54943277629794","1.37789973","1.236961352","",
"St. Lucia","LCA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","519.6000018714","567.6000010373","687.4000032916","791.800018862","962.3000036254","988.0999981539","1100.2000081688","1308.2999828609","1442.799977675","1446.4000091553","1588.099996209","1721.0000198482","1844.5000236556","1716.5999800338","2013.0000313448","2102.1000283285","2298.4000298156","2423.2999933137","2360.9999765605","2622.4000050276","2746.3000172822","2701.3999441711","3029.4000294951","3267.4000590891","3645.699985847","3635.6000376792","3556.7000812144","4611.1999711544","4739.0999917834","4244.7000760586","4669.84","4226.78","3967.612","4070.987","4690.433","4566.581","4392.843","4829.109","5272.132","6647.06","5132.96295790271","5076.12988954517","5194.27565034562","6050.69742639828","5994.18898204547","5806.75998910069","5688.79569881503","5981.15616361066","",
"Least developed countries: UN classification","LDC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","158.3000026642","209.3000028652","230.2000004801","276.2000016871","282.1000003443","298.6000006275","388.5000028986","375.2000016945","395.0000020491","395.099999018","400.4999992922","425.2999944464","478.100004144","466.8000079841","522.799998686","537.0999938547","589.1999969631","531.5000039711","500.9000060857","480.599997133","424.1000003518","612.8000049515","583.6999983712","563.2999956383","634.699999012","521.8000006378","543.2000050249","586.406","493.390000095367","441.484","475.266","534.741","570.586","633.773","498.911","539.068","628.931","851.469462463718","970.929426255047","1201.19406428139","1399.47865174971","1479.00134731992","1513.42620641886","1756.41189168175","2367.01793445316","",
"Low income","LIC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","107.8000004216","115.6999981329","121.2999990881","127.9000025688","169.2000024837","192.1000005457","218.6000012758","204.8000010997","221.1999993847","258.4000016081","276.8000006379","321.7000018136","325.4999992996","301.9999995381","317.4999964385","350.8000008389","338.1000043302","429.3000017929","462.6999956518","468.5999981016","444.400004968","412.3000038416","395.3000003995","406.3999955581","470.8000041171","452.8999913854","471.6999923957","517.400002159","469.2999915183","469.3999958635","464.651","410.527000095367","","","","","","","","","651.351552308287","782.370851214389","1000.46639660248","1024.736197454","1102.76195185518","1317.00160262795","1565.50696605008","","",
"Liechtenstein","LIE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.7999999523","1.8999999762","3.5","2.9000000954","2.5999999046","2","2.4000000954","2.2000000477","0.5","1.7999999523","9.6999998093","26.7999992371","39.7999992371","44.5999984741","59.5999984741","67.5999984741","54.7000007629","49.0999984741","61.7000007629","75.4000015259","93.4000015259","100.6999969482","109.8000030518","104.4000015259","109.9000015259","156","158.6000061035","173.8999938965","156.5","179.1999969482","255.708","217.567","203.126","238.009","312.627","310.362","325.413","343.641","331.457","278.998","339.048919353","364.50263","405.42043","385.12","384.70865414","381.6320526","403.075583974751","398.605052234342","",
"Lower middle income","LMC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","297.4000019727","329.6000036898","351.0000076891","458.5999976398","504.5999983549","646.5000055136","768.9000052288","882.3999947162","974.0000202732","1058.3000044898","1233.4000013471","1405.599986039","1428.2999971806","1600.5000096856","1779.600001544","1771.6000039578","1892.0000222179","2174.9000232889","2400.6999885738","2494.5000001042","2495.9000347925","2309.3999977037","2383.8000116493","2419.1999859139","3019.3000012188","3228.8000107783","3187.6000383868","3255.2000206487","2752.899974473","2689.399995491","2999.401","2904.237","2854.716","2962.327","3417.796","3633.522","3828.722","3623.708","3858.717","3498.681","5171.61411148175","5206.58256749282","5354.69794661713","5322.79788597976","5708.16222574313","5266.22491854309","5695.83458576803","6600.48274139231","",
"Low & middle income","LMY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2183.7999997436","2540.2999986119","2953.8000273112","3210.1999868455","3586.0000016841","3848.0000296908","4162.799988277","4634.9000029043","4954.4000425041","5320.0999579725","5980.7000442449","5909.3000258283","6167.000059143","7063.2000309977","7560.599965967","7793.3000192419","8035.3000563081","8200.0999448447","9051.5000848988","10472.600064181","11991.7999097481","12516.0000798628","12841.4999815295","14469.8001033738","14040.8998713271","15057.8999018222","16886.449","16602.0030000954","17559.331","18856.571","22196.312","23072.544","24184.552","27061.399","28428.187","30787.235","38370.740553986","38395.0209676185","37918.2326045187","39617.9357067933","42534.8088322785","44430.8516960713","47247.7761255175","54022.4297193187","",
"Lesotho","LSO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.200000003","0.1000000015","0.1000000015","0.200000003","0.3000000119","0.8999999762","1","0.1000000015","0.1000000015","0.1000000015","","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1325.1999913008","1491.1999902874","1727.7000164912","1833.4999913724","2016.999969259","2196.8000304698","2295.6999890803","2466.2000325917","2724.6000331197","2920.799963534","3311.6000566629","3230.6000213475","3447.5000098347","4047.3999882341","4477.1999962928","4809.5000053048","5138.3000259995","5729.9999416468","6682.0000765472","8171.3001179992","9212.7998662968","10034.5001147316","10434.0999422518","12267.4000795036","12682.6999119374","13733.0998717993","15890.62","15699.61","17266.838","18993.573","22970.633","24789.264","26363.438","31258.212","35760.026","37854.25","44828.0757638507","45714.2578349351","46926.0333795968","50908.6797352625","55736.2626742275","59497.1325417552","63145.2590360195","69019.4713051354","",
